Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel
take 6,pitcher(david),,,take 7,david(pitcher),,,take 8,david(pitcher,,,take 9,AJ,,,take 10,"aj (""bad"" lol)",,,take 11,AJ tripped,,,take 12,AJ,,,take 13,alex,,,take 14,alex,,,take 15,alex,,,take 16,alex,,,take 17,anil,jumped right before data collection,,take 18,anil,,,take 19,anil,,,take 20,corey,,,take 21,corey,,,take 22,corey,,,take 23,hwei,,,take 24,hwei,,,take 25,hwei,,,short 1,short 1,,,short 2,short 2,,,short 3,short 3,,
2.7875,-2.26427,2.634021,0.870636,2.7875,-2.65613,2.382109,0.002939,2.7875,-1.62049,6.020839,-0.47289,2.7875,-2.96403,10.89114,2.969904,2.7875,-1.06069,10.05143,2.102206,2.7875,-2.34824,3.473728,-1.00471,2.7875,-2.06834,9.435647,4.649317,2.7875,0.646714,18.42051,-0.24897,2.7875,4.565347,9.967462,0.226861,2.7875,10.27535,13.99805,8.735891,2.7875,1.37446,10.61124,-0.55687,2.7875,-0.4449,11.05908,-0.55687,2.7875,-9.79364,21.13556,3.305786,2.7875,8.372018,24.27047,-13.7683,2.7875,1.598382,13.83011,-2.48819,2.7875,1.598382,13.83011,-2.48819,2.7875,-5.00731,9.659569,3.025884,2.7875,-4.72741,-21.6895,-7.0506,2.7875,-2.54417,-9.9056,1.542402,2.7875,3.221816,-8.1982,0.478773,2.7875,7.644272,8.400009,9.575598,2.7875,-15.6996,15.64948,3.165835,2.7875,-6.82668,7.33638,5.209122
2.8,-1.70447,3.109855,0.08691,2.8,-2.76809,2.941913,-1.5925,2.8,-3.13197,5.712946,-0.50089,2.8,-2.51618,10.91913,2.801962,2.8,-1.00471,9.79952,1.962255,2.8,-2.68412,4.201474,-1.22863,2.8,-1.95638,9.351676,4.677308,2.8,-1.11667,14.55786,0.254851,2.8,4.817259,10.02344,0.310832,2.8,9.715549,16.26526,9.491628,2.8,1.402451,10.61124,-0.58486,2.8,-1.00471,10.66722,-0.64084,2.8,-7.77835,17.35688,2.997894,2.8,-0.55687,20.57576,-11.2211,2.8,0.954607,14.24997,-1.98437,2.8,0.954607,14.24997,-1.98437,2.8,-5.20324,9.659569,2.857943,2.8,-1.45255,-23.9287,-6.12692,2.8,-2.85206,-9.87761,1.234509,2.8,3.613679,-8.03026,0.478773,2.8,7.252409,7.112458,9.77153,2.8,-12.4247,14.22198,2.717991,2.8,-6.65874,7.39236,5.041181
2.8125,-0.33294,4.509366,-1.62049,2.8125,-2.04035,5.041181,-3.24393,2.8125,-3.74775,5.293093,-0.55687,2.8125,-2.15231,10.75119,2.857943,2.8125,-0.78079,9.82751,1.906275,2.8125,-3.07599,5.041181,-1.39657,2.8125,-1.78844,9.323686,4.733288,2.8125,0.954607,15.20163,0.030929,2.8125,5.069171,9.939471,0.422792,2.8125,9.379667,16.57316,9.77153,2.8125,1.37446,10.58325,-0.66883,2.8125,-1.14466,10.49928,-0.69682,2.8125,-5.67908,14.41791,2.773972,2.8125,-3.41187,16.4612,-7.80634,2.8125,0.590734,14.50188,-1.78844,2.8125,0.590734,14.50188,-1.78844,2.8125,-5.37119,9.659569,2.773972,2.8125,5.740937,-25.7481,-7.47045,2.8125,-3.52383,-9.23384,0.926617,2.8125,3.865591,-7.94629,0.002939,2.8125,4.95721,4.677308,8.400009,2.8125,-9.14987,13.10237,1.906275,2.8125,-6.32285,7.532311,5.041181
2.825,3.165835,13.2983,-4.4755,2.825,1.34647,16.96502,-1.95638,2.825,-3.46785,4.621327,-0.27696,2.825,-1.95638,10.55526,2.829952,2.825,-0.61285,9.939471,1.962255,2.825,-3.49584,6.076819,-1.56451,2.825,-1.56451,9.435647,4.789269,2.825,-0.58486,14.50188,-1.45255,2.825,5.209122,9.715549,0.590734,2.825,8.735891,15.64948,9.659569,2.825,1.234509,10.38732,-0.72481,2.825,-1.42456,10.55526,-0.83677,2.825,-3.71976,10.61124,2.298138,2.825,-1.76045,13.8581,-7.27452,2.825,0.478773,14.22198,-1.76045,2.825,0.478773,14.22198,-1.76045,2.825,-5.56712,9.74354,2.690001,2.825,5.824907,-24.2646,-8.758,2.825,-3.15996,-8.95394,1.010587,2.825,4.257454,-7.97428,-0.80878,2.825,1.654363,3.277796,7.196429,2.825,-7.02261,12.7105,1.542402,2.825,-5.87501,7.700253,5.041181
2.8375,8.344028,39.0773,-3.46785,2.8375,13.2983,50.52531,8.735891,2.8375,-2.71211,3.72564,0.002939,2.8375,-2.12432,10.30334,2.801962,2.8375,-0.64084,10.41531,2.074216,2.8375,-4.11163,8.120106,-1.9004,2.8375,-1.39657,9.79952,4.761278,2.8375,-0.80878,10.30334,-0.13701,2.8375,5.125151,9.519618,0.702695,2.8375,7.868194,14.97771,9.519618,2.8375,1.094558,10.10741,-0.7528,2.8375,-1.5925,11.05908,-0.94873,2.8375,-2.71211,6.916526,2.354118,2.8375,-1.48054,10.24736,-6.1829,2.8375,0.870636,13.94207,-2.20829,2.8375,0.870636,13.94207,-2.20829,2.8375,-5.65109,10.07942,2.55005,2.8375,0.506763,-21.9414,-9.14987,2.8375,-2.82407,-8.50609,1.234509,2.8375,4.733288,-7.97428,-1.08868,2.8375,-1.14466,3.137845,7.756233,2.8375,-6.04295,12.73849,1.654363,2.8375,-5.20324,8.008145,4.92922
2.85,13.77413,34.7948,3.221816,2.85,16.37722,25.75395,11.0031,2.85,-1.36858,3.165835,0.17088,2.85,-2.48819,9.995452,2.941913,2.85,-0.36093,10.38732,2.186177,2.85,-5.45516,12.17869,-2.23628,2.85,-1.34059,10.33133,4.733288,2.85,0.17088,8.679911,-0.33294,2.85,4.9852,9.435647,0.646714,2.85,7.868194,14.11002,9.071774,2.85,0.954607,9.687559,-0.7528,2.85,-2.20829,11.61889,-0.61285,2.85,-0.61285,4.117503,1.682353,2.85,-2.60015,5.936868,-4.67143,2.85,1.962255,13.80212,-2.99202,2.85,1.962255,13.80212,-2.99202,2.85,-5.6231,10.58325,2.410099,2.85,-0.66883,-19.0304,-7.66638,2.85,-1.53652,-8.36614,1.850294,2.85,5.293093,-7.89031,-1.17265,2.85,-2.26427,3.669659,8.511969,2.85,-5.98697,12.54256,2.130197,2.85,-4.58746,8.400009,4.789269
2.8625,19.48414,26.81758,3.557698,2.8625,25.44606,30.31636,6.916526,2.8625,0.226861,3.053874,-0.02505,2.8625,-2.99202,9.77153,2.997894,2.8625,-0.33294,10.61124,2.242158,2.8625,-7.69437,17.80473,-2.48819,2.8625,-1.3126,10.77918,4.789269,2.8625,1.094558,7.252409,-0.83677,2.8625,4.845249,9.351676,0.618724,2.8625,8.204077,13.13036,8.232067,2.8625,0.870636,9.099764,-0.66883,2.8625,-2.88005,10.33133,0.982597,2.8625,3.389757,1.906275,2.745982,2.8625,-4.05564,3.081864,-4.92334,2.8625,3.669659,13.83011,-4.22359,2.8625,3.669659,13.83011,-4.22359,2.8625,-5.45516,11.14305,2.242158,2.8625,1.990245,-15.8955,-5.84702,2.8625,0.506763,-8.67403,2.410099,2.8625,5.712946,-7.94629,-1.62049,2.8625,-1.70447,3.809611,7.868194,2.8625,-5.87501,11.81482,2.214167,2.8625,-4.02765,8.707901,4.565347
2.875,24.69032,34.93475,7.196429,2.875,22.67503,31.82783,6.412702,2.875,1.710343,3.529708,-0.13701,2.875,-3.38388,9.603589,2.997894,2.875,-0.30495,10.63923,2.186177,2.875,-9.93359,20.29586,-2.68412,2.875,-1.39657,11.17104,4.761278,2.875,1.822304,6.020839,-1.28461,2.875,4.733288,9.323686,0.534753,2.875,9.071774,12.90644,7.112458,2.875,0.814656,8.483979,-0.58486,2.875,-3.77574,12.93443,2.326128,2.875,2.186177,-0.02505,1.570392,2.875,-5.45516,1.122548,-4.97932,2.875,5.041181,14.08203,-5.25922,2.875,5.041181,14.08203,-5.25922,2.875,-5.14726,11.67487,2.158187,2.875,3.865591,-12.5647,-3.8877,2.875,2.52206,-9.03791,2.634021,2.875,5.908878,-7.47045,-2.48819,2.875,-1.06069,3.389757,8.176087,2.875,-5.6231,10.35932,2.018236,2.875,-3.57981,8.875842,4.285444
2.8875,19.14826,31.29602,7.112458,2.8875,12.90644,24.55037,6.328731,2.8875,2.913923,4.257454,-0.02505,2.8875,-3.57981,9.491628,2.941913,2.8875,-0.24897,10.58325,2.046226,2.8875,-12.2568,19.12027,-2.26427,2.8875,-1.3126,11.78683,4.649317,2.8875,2.214167,5.069171,-1.48054,2.8875,4.649317,9.267706,0.478773,2.8875,11.08707,13.04639,6.412702,2.8875,0.870636,7.840204,-0.52888,2.8875,-3.80373,14.02605,2.885933,2.8875,2.913923,0.534753,1.486421,2.8875,-6.43481,0.646714,-4.16761,2.8875,5.237112,14.27796,-5.51114,2.8875,5.237112,14.27796,-5.51114,2.8875,-4.64344,11.78683,2.186177,2.8875,4.845249,-10.4654,-3.8877,2.8875,3.669659,-8.50609,2.606031,2.8875,5.964858,-7.19055,-2.68412,2.8875,-0.78079,3.333777,9.379667,2.8875,-5.14726,8.511969,1.794314,2.8875,-3.43986,8.847852,4.005542
2.9,14.78178,23.65468,4.285444,2.9,3.837601,19.84801,2.634021,2.9,3.78162,5.01319,0.198871,2.9,-3.57981,9.379667,2.885933,2.9,-0.38892,10.4433,1.822304,2.9,-14.9718,18.81237,-0.69682,2.9,-1.25662,12.37462,4.425396,2.9,1.962255,4.173484,-1.39657,2.9,4.537357,9.267706,0.450783,2.9,14.19399,11.5629,4.313435,2.9,0.898626,7.252409,-0.47289,2.9,-3.41187,11.81482,2.466079,2.9,2.018236,1.122548,1.178529,2.9,-5.84702,2.102206,-3.49584,2.9,4.033532,14.47389,-5.06329,2.9,4.033532,14.47389,-5.06329,2.9,-3.99966,11.53491,2.046226,2.9,4.285444,-9.42977,-5.11927,2.9,4.005542,-8.00227,2.186177,2.9,5.712946,-7.94629,-2.60015,2.9,-0.80878,4.509366,10.63923,2.9,-4.39153,6.860546,1.570392,2.9,-3.46785,8.903833,3.75363
2.9125,8.931823,18.95233,2.49407,2.9125,-3.15996,21.24753,-0.55687,2.9125,4.593337,5.824907,0.198871,2.9125,-3.38388,9.267706,2.885933,2.9125,-0.55687,10.30334,1.458431,2.9125,-17.7149,19.37218,0.898626,2.9125,-1.36858,12.90644,4.313435,2.9125,1.458431,3.809611,-1.3126,2.9125,4.425396,9.323686,0.478773,2.9125,14.27796,9.155745,2.382109,2.9125,0.954607,6.692604,-0.38892,2.9125,-3.21594,11.08707,1.598382,2.9125,0.982597,2.49407,0.842646,2.9125,-3.83172,3.72564,-2.54417,2.9125,2.186177,14.41791,-5.59511,2.9125,2.186177,14.41791,-5.59511,2.9125,-3.18795,11.08707,1.822304,2.9125,0.450783,-8.08624,-4.92334,2.9125,3.837601,-8.39413,1.34647,2.9125,5.796917,-8.84197,-2.43221,2.9125,-1.22863,5.684956,11.59089,2.9125,-3.55182,5.600985,1.34647,2.9125,-3.52383,8.903833,3.669659
2.925,2.745982,18.81237,1.682353,2.925,-5.98697,22.53508,-0.97672,2.925,5.349073,6.636624,-0.08103,2.925,-3.24393,9.211725,2.913923,2.925,-0.69682,10.1354,0.954607,2.925,-19.0864,20.1839,1.234509,2.925,-1.76045,13.2983,4.117503,2.925,1.262499,4.145493,-1.48054,2.925,4.285444,9.463637,0.506763,2.925,11.89879,7.840204,2.438089,2.925,0.926617,5.768927,-0.36093,2.925,-1.64848,10.47129,0.14289,2.925,-0.05304,3.78162,1.066568,2.925,-1.76045,3.557698,-1.48054,2.925,0.394802,14.4459,-6.07094,2.925,0.394802,14.4459,-6.07094,2.925,-2.15231,10.61124,1.542402,2.925,-4.36354,-7.21854,-4.39153,2.925,3.081864,-9.3458,0.254851,2.925,6.328731,-9.20585,-1.48054,2.925,-1.73246,5.209122,10.83516,2.925,-2.62814,4.677308,0.982597,2.925,-3.77574,8.847852,3.641669
2.9375,-0.72481,20.07194,0.14289,2.9375,-5.93099,20.71571,-1.53652,2.9375,6.10481,7.924175,-0.41691,2.9375,-3.048,9.183735,3.053874,2.9375,-0.89275,10.05143,0.562744,2.9375,-18.6945,21.47145,0.730685,2.9375,-2.29226,13.2983,3.893581,2.9375,1.262499,4.733288,-1.62049,2.9375,4.117503,9.659569,0.450783,2.9375,8.62393,7.112458,1.850294,2.9375,0.898626,4.761278,-0.30495,2.9375,1.570392,9.435647,-1.22863,2.9375,-0.47289,4.397405,0.814656,2.9375,-2.1803,1.206519,-1.08868,2.9375,-1.0327,14.92173,-6.68673,2.9375,-1.0327,14.92173,-6.68673,2.9375,-1.14466,10.24736,1.150538,2.9375,-7.72237,-6.15491,-3.3279,2.9375,2.410099,-9.51374,-0.33294,2.9375,7.112458,-9.48575,-0.50089,2.9375,-2.29226,3.893581,9.127755,2.9375,-2.37623,4.145493,1.29049,2.9375,-4.13962,8.735891,3.613679
2.95,-2.15231,20.09993,-1.56451,2.95,-5.39918,20.68772,-1.14466,2.95,6.608634,9.967462,-0.24897,2.95,-3.21594,9.323686,3.053874,2.95,-1.22863,10.07942,0.198871,2.95,-16.7912,23.87861,0.338822,2.95,-2.71211,12.68251,3.69765,2.95,1.486421,5.600985,-1.53652,2.95,4.033532,9.687559,0.366812,2.95,6.244761,9.295696,-0.33294,2.95,0.814656,3.641669,-0.05304,2.95,4.789269,9.855501,-1.50853,2.95,-0.83677,5.405054,0.898626,2.95,-2.15231,1.178529,-1.81643,2.95,-2.51618,15.70546,-6.15491,2.95,-2.51618,15.70546,-6.15491,2.95,-0.33294,10.27535,0.786665,2.95,-9.45776,-3.8877,-1.98437,2.95,2.046226,-8.89795,-0.72481,2.95,8.176087,-9.14987,-0.41691,2.95,-2.96403,2.885933,8.148096,2.95,-1.73246,3.837601,0.506763,2.95,-4.22359,8.56795,3.445737
2.9625,-1.53652,17.44085,-1.14466,2.9625,-4.67143,17.44085,1.066568,2.9625,6.300741,12.1507,0.674705,2.9625,-3.57981,9.379667,3.137845,2.9625,-1.62049,10.21937,-0.165,2.9625,-14.8319,26.56567,1.514411,2.9625,-2.85206,11.73085,3.641669,2.9625,1.822304,6.748585,-1.5925,2.9625,4.117503,9.74354,0.338822,2.9625,6.412702,14.66982,-2.4602,2.9625,0.646714,2.57804,0.450783,2.9625,5.712946,11.11506,-0.78079,2.9625,-0.92074,6.832556,0.786665,2.9625,-1.42456,2.382109,-1.17265,2.9625,-3.77574,16.06933,-5.42717,2.9625,-3.77574,16.06933,-5.42717,2.9625,0.17088,10.66722,0.478773,2.9625,-9.82163,-1.17265,-1.53652,2.9625,2.717991,-7.44246,-0.50089,2.9625,9.575598,-7.69437,-1.39657,2.9625,-3.91569,3.053874,8.455989,2.9625,-1.70447,3.585689,0.226861,2.9625,-4.4755,8.260057,3.221816
2.975,1.598382,14.24997,0.226861,2.975,-1.20064,14.80977,1.710343,2.975,6.10481,13.41026,1.150538,2.975,-3.91569,9.547608,3.249806,2.975,-1.95638,10.38732,-0.33294,2.975,-13.7962,28.60896,3.75363,2.975,-2.85206,10.86315,3.473728,2.975,1.878284,8.400009,-2.04035,2.975,4.117503,9.883491,0.422792,2.975,8.148096,21.0236,-4.22359,2.975,0.450783,1.514411,0.926617,2.975,4.481376,11.89879,0.002939,2.975,-0.19299,8.260057,1.598382,2.975,-0.92074,2.997894,-2.12432,2.975,-4.64344,16.09732,-4.61545,2.975,-4.64344,16.09732,-4.61545,2.975,0.282841,10.94712,0.254851,2.975,-9.68168,1.682353,-1.62049,2.975,4.733288,-5.65109,-0.165,2.975,11.19903,-6.07094,-2.99202,2.975,-5.11927,4.90123,9.77153,2.975,-2.09633,3.473728,0.226861,2.975,-4.67143,8.148096,3.361767
2.9875,5.209122,12.51457,1.31848,2.9875,1.990245,13.15835,2.130197,2.9875,7.000497,14.08203,0.702695,2.9875,-4.16761,9.631579,3.277796,2.9875,-2.20829,10.63923,-0.41691,2.9875,-14.1041,30.00847,4.761278,2.9875,-2.79608,10.27535,3.277796,2.9875,1.766324,10.7232,-2.85206,2.9875,4.117503,9.939471,0.422792,2.9875,10.4433,23.09488,-5.20324,2.9875,0.058919,0.590734,1.150538,2.9875,1.934265,11.61889,0.058919,2.9875,0.534753,11.0031,4.061523,2.9875,-0.08103,4.453386,-2.79608,2.9875,-5.25922,15.42556,-4.25158,2.9875,-5.25922,15.42556,-4.25158,2.9875,0.14289,10.97511,-0.02505,2.9875,-9.0659,3.865591,-0.78079,2.9875,8.344028,-4.72741,-1.14466,2.9875,11.33898,-5.23123,-4.61545,2.9875,-5.87501,7.252409,11.17104,2.9875,-2.68412,3.445737,0.506763,2.9875,-4.78339,8.176087,3.277796
3,6.468683,9.463637,1.906275,3,4.621327,11.42295,3.025884,3,8.427999,14.4459,0.366812,3,-4.39153,9.659569,3.277796,3,-2.4602,10.94712,-0.38892,3,-15.2797,30.93215,6.020839,3,-2.71211,9.883491,3.109855,3,1.598382,12.68251,-3.6078,3,4.201474,10.10741,0.450783,3,9.715549,20.63174,-5.00731,3,-0.50089,-0.30495,1.37446,3,-1.28461,11.14305,-0.05304,3,-0.58486,12.51457,4.789269,3,-0.10902,6.1328,-3.71976,3,-5.76305,14.13801,-3.91569,3,-5.76305,14.13801,-3.91569,3,-0.05304,10.77918,-0.36093,3,-7.41447,4.397405,1.934265,3,12.76648,-4.39153,-2.60015,3,9.407657,-5.25922,-5.6231,3,-6.04295,7.588292,11.14305,3,-3.29991,3.445737,0.758675,3,-4.50349,8.427999,2.941913
3.0125,6.860546,8.092116,2.410099,3.0125,5.097161,9.491628,3.165835,3.0125,8.931823,14.47389,0.730685,3.0125,-4.58746,9.575598,3.473728,3.0125,-2.65613,11.11506,-0.38892,3.0125,-15.7836,30.70822,6.524663,3.0125,-2.7401,9.715549,2.941913,3.0125,1.37446,13.27031,-3.71976,3.0125,4.425396,10.21937,0.506763,3.0125,6.16079,19.54012,-5.0353,3.0125,-1.25662,-0.97672,1.458431,3.0125,-4.1956,10.63923,-0.19299,3.0125,-1.14466,12.23467,3.949562,3.0125,0.226861,10.47129,-4.1956,3.0125,-6.43481,13.07438,-3.57981,3.0125,-6.43481,13.07438,-3.57981,3.0125,-0.165,10.61124,-0.58486,3.0125,-3.8877,2.382109,5.572995,3.0125,14.92173,-4.39153,-3.69177,3.0125,6.412702,-5.70707,-6.12692,3.0125,-5.45516,6.356722,9.939471,3.0125,-3.74775,3.613679,0.842646,3.0125,-4.33555,8.735891,2.857943
3.025,6.048829,7.056477,2.57804,3.025,3.72564,8.176087,2.969904,3.025,9.77153,14.64183,0.366812,3.025,-4.55947,9.631579,3.641669,3.025,-2.71211,11.19903,-0.30495,3.025,-14.9718,28.80489,6.1328,3.025,-2.7401,9.687559,2.773972,3.025,1.094558,12.82247,-3.10398,3.025,4.705298,10.30334,0.506763,3.025,4.145493,20.85566,-5.45516,3.025,-2.20829,-1.34059,1.234509,3.025,-5.56712,10.33133,-0.4449,3.025,0.338822,12.48658,4.285444,3.025,4.92922,13.55021,-4.39153,3.025,-7.35849,12.59854,-3.27192,3.025,-7.35849,12.59854,-3.27192,3.025,-0.05304,10.52727,-0.97672,3.025,2.801962,-3.83172,6.384712,3.025,13.66217,-5.3432,-4.78339,3.025,4.341425,-6.43481,-5.95898,3.025,-4.33555,4.565347,9.015794,3.025,-4.13962,3.977552,0.870636,3.025,-4.05564,9.015794,2.690001
3.0375,4.229464,5.656966,2.018236,3.0375,1.570392,6.832556,2.326128,3.0375,9.631579,15.20163,-0.13701,3.0375,-4.22359,9.631579,3.865591,3.0375,-2.62814,11.19903,-0.19299,3.0375,-13.6563,26.2018,6.076819,3.0375,-2.68412,9.631579,2.662011,3.0375,0.842646,12.03874,-2.4602,3.0375,5.097161,10.16339,0.646714,3.0375,5.01319,21.44346,-5.39918,3.0375,-3.02001,-0.64084,0.786665,3.0375,-4.95133,10.19138,-0.64084,3.0375,0.394802,13.88609,4.537357,3.0375,11.39496,14.83776,-4.41952,3.0375,-8.00227,12.29065,-2.99202,3.0375,-8.00227,12.29065,-2.99202,3.0375,0.17088,10.38732,-1.3126,3.0375,13.2983,-11.8089,4.229464,3.0375,10.83516,-6.60276,-5.95898,3.0375,3.75363,-8.00227,-4.7554,3.0375,-3.77574,4.061523,8.62393,3.0375,-4.50349,4.453386,0.814656,3.0375,-3.52383,9.211725,2.410099
3.05,2.214167,5.01319,1.038578,3.05,-0.22098,6.020839,1.34647,3.05,8.204077,15.14565,-0.86476,3.05,-3.63579,9.659569,3.977552,3.05,-2.48819,11.08707,-0.10902,3.05,-11.9209,23.76665,6.552653,3.05,-2.60015,9.547608,2.49407,3.05,0.926617,11.31099,-1.9004,3.05,5.349073,10.05143,0.842646,3.05,6.608634,20.54777,-4.55947,3.05,-3.21594,1.934265,0.030929,3.05,-3.048,9.995452,-0.58486,3.05,0.14289,14.30595,4.257454,3.05,8.232067,16.71311,-3.74775,3.05,-8.33815,12.4306,-2.37623,3.05,-8.33815,12.4306,-2.37623,3.05,0.394802,10.41531,-1.53652,3.05,16.65713,-12.6207,2.997894,3.05,8.931823,-7.69437,-6.99462,3.05,4.341425,-9.9056,-3.63579,3.05,-3.83172,5.265103,8.176087,3.05,-4.81138,5.181132,0.870636,3.05,-3.21594,9.211725,2.130197
3.0625,0.08691,4.733288,0.058919,3.0625,-1.48054,5.684956,0.310832,3.0625,6.664614,15.03369,-1.53652,3.0625,-3.02001,9.631579,4.089513,3.0625,-2.23628,10.86315,-0.08103,3.0625,-9.87761,20.85566,6.412702,3.0625,-2.4602,9.435647,2.354118,3.0625,1.37446,10.69521,-1.45255,3.0625,5.517015,9.995452,0.898626,3.0625,7.504321,19.42816,-3.07599,3.0625,-3.29991,8.036136,-1.67647,3.0625,-1.08868,10.16339,-0.50089,3.0625,0.1149,13.55021,4.369415,3.0625,0.674705,15.25762,-5.06329,3.0625,-8.1982,12.48658,-1.76045,3.0625,-8.1982,12.48658,-1.76045,3.0625,0.646714,10.63923,-1.84442,3.0625,9.043784,-7.41447,1.906275,3.0625,8.62393,-8.25418,-7.35849,3.0625,5.796917,-12.2008,-3.10398,3.0625,-4.78339,7.728243,7.812214,3.0625,-5.11927,6.16079,0.926617,3.0625,-3.07599,9.127755,1.962255
3.075,-2.04035,4.593337,-0.69682,3.075,-2.32025,5.237112,-0.38892,3.075,5.684956,14.89374,-1.98437,3.075,-2.60015,9.519618,4.033532,3.075,-2.01236,10.7232,-0.08103,3.075,-7.52643,18.81237,5.349073,3.075,-2.29226,9.379667,2.130197,3.075,2.214167,10.49928,-1.14466,3.075,5.740937,10.02344,0.870636,3.075,7.952165,18.95233,-1.22863,3.075,-7.0506,32.75151,-5.56712,3.075,0.534753,10.24736,-0.4449,3.075,-0.02505,12.99041,4.453386,3.075,-0.05304,11.33898,-4.64344,3.075,-7.38648,12.4306,-1.64848,3.075,-7.38648,12.4306,-1.64848,3.075,0.926617,11.0031,-2.23628,3.075,4.873239,-6.79869,-0.22098,3.075,9.491628,-7.83433,-7.19055,3.075,7.700253,-11.641,-4.39153,3.075,-5.53913,10.77918,7.056477,3.075,-5.28721,7.33638,1.094558,3.075,-3.10398,9.043784,1.934265
3.0875,-3.83172,4.677308,-1.14466,3.0875,-2.68412,4.677308,-0.55687,3.0875,5.041181,14.08203,-2.09633,3.0875,-2.43221,9.435647,3.977552,3.0875,-1.92839,10.7232,-0.02505,3.0875,-5.06329,17.021,4.397405,3.0875,-2.12432,9.323686,1.962255,3.0875,2.913923,10.58325,-0.86476,3.0875,5.964858,9.995452,1.038578,3.0875,9.267706,19.17625,-0.38892,3.0875,-3.85971,34.40293,-8.70202,3.0875,1.458431,10.41531,-0.36093,3.0875,0.338822,12.62653,4.201474,3.0875,6.524663,11.08707,-2.09633,3.0875,-6.4628,12.34663,-1.50853,3.0875,-6.4628,12.34663,-1.50853,3.0875,1.206519,11.19903,-2.76809,3.0875,2.997894,-9.17786,0.562744,3.0875,10.05143,-7.27452,-6.07094,3.0875,9.77153,-8.81398,-5.70707,3.0875,-5.45516,12.01075,6.21677,3.0875,-5.51114,8.53996,1.34647,3.0875,-3.15996,9.043784,1.570392
3.1,-4.95133,4.95721,-1.20064,3.1,-2.48819,4.145493,-0.36093,3.1,5.01319,13.13036,-2.09633,3.1,-2.62814,9.435647,3.977552,3.1,-1.92839,10.69521,0.030929,3.1,-3.15996,15.03369,3.333777,3.1,-1.98437,9.407657,1.738333,3.1,3.389757,10.80717,-0.58486,3.1,5.880888,9.82751,1.150538,3.1,11.08707,19.09228,-0.41691,3.1,-1.39657,29.9245,-2.79608,3.1,1.31848,10.41531,-0.165,3.1,0.842646,11.92678,4.117503,3.1,10.83516,13.69016,-0.69682,3.1,-5.70707,12.48658,-0.92074,3.1,-5.70707,12.48658,-0.92074,3.1,1.626372,10.97511,-3.27192,3.1,2.690001,-12.7606,1.906275,3.1,9.379667,-6.74271,-5.20324,3.1,10.77918,-8.50609,-7.66638,3.1,-5.903,10.38732,5.880888,3.1,-5.79104,9.267706,1.570392,3.1,-3.18795,9.211725,1.262499
3.1125,-5.28721,4.9852,-1.08868,3.1125,-1.76045,3.72564,0.058919,3.1125,5.545005,11.98276,-2.04035,3.1125,-2.93604,9.323686,3.949562,3.1125,-1.92839,10.69521,0.030929,3.1125,-1.45255,12.4306,2.410099,3.1125,-1.92839,9.379667,1.626372,3.1125,3.613679,11.25501,-0.24897,3.1125,5.684956,9.603589,1.234509,3.1125,12.12271,18.64443,-0.72481,3.1125,-2.04035,29.42067,-1.9004,3.1125,0.310832,10.38732,-0.05304,3.1125,0.590734,11.22702,3.921571,3.1125,9.603589,12.26266,-0.61285,3.1125,-5.0353,12.65452,-0.41691,3.1125,-5.0353,12.65452,-0.41691,3.1125,2.186177,10.49928,-3.69177,3.1125,3.053874,-14.552,1.906275,3.1125,7.924175,-5.79104,-5.79104,3.1125,9.435647,-11.1092,-10.1015,3.1125,-6.85467,9.239716,5.125151,3.1125,-6.12692,9.435647,1.878284,3.1125,-3.38388,9.547608,1.094558
3.125,-4.7554,4.761278,-0.72481,3.125,-0.38892,3.557698,0.562744,3.125,6.300741,10.69521,-1.92839,3.125,-3.21594,9.267706,3.949562,3.125,-1.9004,10.61124,0.058919,3.125,0.058919,9.631579,1.37446,3.125,-1.9004,9.351676,1.570392,3.125,3.69765,11.53491,-0.02505,3.125,5.349073,9.491628,1.206519,3.125,11.81482,17.46884,-1.3126,3.125,-2.40422,30.14842,-1.25662,3.125,-0.78079,10.35932,0.17088,3.125,0.254851,10.66722,3.921571,3.125,6.272751,9.939471,-1.20064,3.125,-4.25158,12.76648,-0.33294,3.125,-4.25158,12.76648,-0.33294,3.125,2.941913,10.27535,-4.33555,3.125,3.865591,-14.7199,1.570392,3.125,7.588292,-4.39153,-7.0506,3.125,6.916526,-14.44,-11.9489,3.125,-7.55442,9.547608,4.593337,3.125,-6.49079,9.323686,2.158187,3.125,-3.38388,10.05143,0.842646
