Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel,Time,XAccel,YAccel,ZAccel
take 6,pitcher(david),,,take 7,david(pitcher),,,take 8,david(pitcher,,,take 9,AJ,,,take 10,"aj (""bad"" lol)",,,take 11,AJ tripped,,,take 12,AJ,,,take 13,alex,,,take 14,alex,,,take 15,alex,,,take 16,alex,,,take 17,anil,jumped right before data collection,,take 18,anil,,,take 19,anil,,,take 20,corey,,,take 21,corey,,,take 22,corey,,,take 23,hwei,,,take 24,hwei,,,take 25,hwei,,,short 1,short 1,,,short 2,short 2,,,short 3,short 3,,
0,4.145493,8.987803,1.766324,0,0.786665,10.69521,1.010587,0,2.49407,10.49928,0.786665,0,0.1149,9.491628,5.153142,0,-1.39657,9.407657,0.450783,0,-1.48054,10.10741,1.31848,0,-3.07599,10.21937,1.598382,0,0.758675,10.63923,-0.55687,0,4.005542,9.995452,1.542402,0,0.310832,10.83516,-1.11667,0,0.08691,10.58325,0.814656,0,3.193825,9.323686,2.801962,0,-1.76045,10.69521,-0.30495,0,-2.76809,10.41531,-1.70447,0,-5.0353,10.63923,-0.38892,0,-5.0353,10.63923,-0.38892,0,-5.06329,9.323686,2.130197,0,0.422792,-9.73766,-0.47289,0,0.870636,-9.68168,-0.7528,0,0.254851,-9.87761,-0.64084,0,-4.1956,9.323686,1.29049,0,-6.65874,7.896184,2.717991,0,-6.54678,4.95721,4.649317
0.0125,4.257454,9.015794,1.710343,0.0125,0.814656,10.7232,1.066568,0.0125,2.49407,10.52727,0.814656,0.0125,0.198871,9.435647,5.153142,0.0125,-1.36858,9.715549,0.366812,0.0125,-1.42456,9.967462,1.262499,0.0125,-3.18795,10.27535,1.626372,0.0125,0.646714,10.61124,-0.58486,0.0125,3.977552,9.967462,1.486421,0.0125,0.478773,10.77918,-1.11667,0.0125,0.282841,10.61124,0.926617,0.0125,3.025884,8.903833,2.801962,0.0125,-1.9004,10.69521,-0.33294,0.0125,-2.68412,10.47129,-1.73246,0.0125,-5.48315,10.66722,-0.50089,0.0125,-5.48315,10.66722,-0.50089,0.0125,-5.11927,9.351676,2.074216,0.0125,0.422792,-9.68168,-0.4449,0.0125,0.870636,-9.70967,-0.7528,0.0125,0.030929,-9.87761,-0.66883,0.0125,-4.13962,9.127755,1.150538,0.0125,-6.63075,7.952165,2.662011,0.0125,-5.67908,2.52206,3.921571
0.025,4.369415,9.099764,1.682353,0.025,0.842646,10.75119,1.010587,0.025,2.52206,10.49928,0.870636,0.025,0.17088,9.379667,5.153142,0.025,-1.28461,9.939471,0.394802,0.025,-1.11667,9.74354,1.514411,0.025,-3.13197,10.27535,1.514411,0.025,0.618724,10.69521,-0.58486,0.025,3.949562,9.939471,1.430441,0.025,0.534753,10.77918,-1.14466,0.025,0.450783,10.69521,0.982597,0.025,2.717991,8.987803,2.913923,0.025,-1.92839,10.66722,-0.27696,0.025,-2.68412,10.52727,-1.76045,0.025,-5.84702,10.58325,-0.4449,0.025,-5.84702,10.58325,-0.4449,0.025,-5.14726,9.379667,2.074216,0.025,0.534753,-9.6257,-0.41691,0.025,0.842646,-9.73766,-0.78079,0.025,0.002939,-9.9056,-0.69682,0.025,-4.13962,9.211725,1.038578,0.025,-6.71472,8.036136,2.690001,0.025,-5.17525,1.150538,3.109855
0.0375,4.537357,9.099764,1.598382,0.0375,0.898626,10.75119,1.010587,0.0375,2.52206,10.47129,0.814656,0.0375,0.226861,9.379667,5.069171,0.0375,-1.34059,10.1354,0.366812,0.0375,-0.69682,9.911481,1.850294,0.0375,-3.02001,10.33133,1.514411,0.0375,0.674705,10.66722,-0.52888,0.0375,3.921571,9.911481,1.486421,0.0375,0.590734,10.69521,-1.14466,0.0375,0.590734,10.97511,0.954607,0.0375,2.158187,9.519618,2.885933,0.0375,-1.84442,10.58325,-0.22098,0.0375,-2.7401,10.55526,-1.70447,0.0375,-6.01496,10.47129,-0.30495,0.0375,-6.01496,10.47129,-0.30495,0.0375,-5.17525,9.379667,2.102206,0.0375,0.646714,-9.6257,-0.4449,0.0375,0.814656,-9.84962,-0.7528,0.0375,0.198871,-9.82163,-0.72481,0.0375,-4.08363,9.407657,0.954607,0.0375,-6.7707,8.008145,2.745982,0.0375,-5.93099,-1.11667,2.941913
0.05,4.761278,9.211725,1.626372,0.05,0.954607,10.75119,0.982597,0.05,2.52206,10.4433,0.814656,0.05,0.338822,9.407657,5.041181,0.05,-1.48054,10.35932,0.422792,0.05,-0.50089,10.47129,2.102206,0.05,-2.88005,10.30334,1.486421,0.05,0.702695,10.63923,-0.58486,0.05,3.865591,9.883491,1.542402,0.05,0.478773,10.66722,-1.17265,0.05,0.590734,11.22702,0.926617,0.05,1.458431,10.38732,2.773972,0.05,-1.76045,10.55526,-0.22098,0.05,-2.7401,10.63923,-1.76045,0.05,-5.98697,10.30334,-0.165,0.05,-5.98697,10.30334,-0.165,0.05,-5.23123,9.351676,2.130197,0.05,0.730685,-9.59771,-0.50089,0.05,0.814656,-9.87761,-0.72481,0.05,0.422792,-9.76565,-0.72481,0.05,-4.13962,9.575598,0.870636,0.05,-6.74271,7.896184,2.829952,0.05,-6.99462,-1.00471,3.305786
0.0625,4.90123,9.239716,1.626372,0.0625,1.010587,10.7232,0.926617,0.0625,2.49407,10.47129,0.814656,0.0625,0.450783,9.463637,5.125151,0.0625,-1.76045,10.49928,0.422792,0.0625,-0.52888,10.97511,2.046226,0.0625,-2.76809,10.24736,1.514411,0.0625,0.758675,10.63923,-0.61285,0.0625,3.809611,9.883491,1.514411,0.0625,0.366812,10.69521,-1.20064,0.0625,0.450783,11.47893,0.870636,0.0625,0.898626,11.33898,2.717991,0.0625,-1.70447,10.61124,-0.19299,0.0625,-2.71211,10.66722,-1.76045,0.0625,-5.70707,10.07942,-0.13701,0.0625,-5.70707,10.07942,-0.13701,0.0625,-5.17525,9.323686,2.102206,0.0625,0.786665,-9.56972,-0.52888,0.0625,0.814656,-9.87761,-0.66883,0.0625,0.506763,-9.84962,-0.72481,0.0625,-4.25158,9.715549,0.814656,0.0625,-6.71472,7.812214,2.829952,0.0625,-8.22619,1.29049,3.501718
0.075,4.9852,9.239716,1.598382,0.075,1.038578,10.69521,0.870636,0.075,2.410099,10.49928,0.814656,0.075,0.450783,9.547608,5.209122,0.075,-2.12432,10.63923,0.450783,0.075,-0.58486,11.19903,1.990245,0.075,-2.68412,10.21937,1.570392,0.075,0.814656,10.61124,-0.58486,0.075,3.75363,9.883491,1.486421,0.075,0.338822,10.69521,-1.25662,0.075,0.338822,11.45094,0.926617,0.075,0.590734,12.17869,2.717991,0.075,-1.67647,10.63923,-0.165,0.075,-2.7401,10.69521,-1.76045,0.075,-5.20324,9.883491,-0.22098,0.075,-5.20324,9.883491,-0.22098,0.075,-5.14726,9.295696,2.102206,0.075,0.786665,-9.59771,-0.52888,0.075,0.814656,-9.82163,-0.69682,0.075,0.478773,-9.84962,-0.66883,0.075,-4.39153,9.74354,0.814656,0.075,-6.60276,7.840204,2.829952,0.075,-9.31781,3.669659,3.445737
0.0875,4.92922,9.267706,1.542402,0.0875,1.038578,10.63923,0.842646,0.0875,2.354118,10.52727,0.842646,0.0875,0.422792,9.575598,5.153142,0.0875,-2.48819,10.66722,0.366812,0.0875,-0.7528,11.42295,1.906275,0.0875,-2.60015,10.16339,1.626372,0.0875,0.870636,10.58325,-0.58486,0.0875,3.78162,9.939471,1.486421,0.0875,0.282841,10.66722,-1.20064,0.0875,0.08691,11.42295,0.982597,0.0875,1.038578,12.57055,2.690001,0.0875,-1.67647,10.58325,-0.22098,0.0875,-2.68412,10.66722,-1.73246,0.0875,-4.69942,9.74354,-0.33294,0.0875,-4.69942,9.74354,-0.33294,0.0875,-5.09128,9.267706,2.102206,0.0875,0.758675,-9.68168,-0.50089,0.0875,0.786665,-9.76565,-0.69682,0.0875,0.394802,-9.79364,-0.66883,0.0875,-4.55947,9.715549,0.870636,0.0875,-6.60276,7.952165,2.745982,0.0875,-10.1015,5.433044,3.613679
0.1,4.789269,9.183735,1.430441,0.1,1.038578,10.61124,0.814656,0.1,2.382109,10.55526,0.814656,0.1,0.422792,9.631579,5.153142,0.1,-2.79608,10.63923,0.366812,0.1,-1.08868,11.5629,1.906275,0.1,-2.57216,10.19138,1.626372,0.1,0.926617,10.55526,-0.58486,0.1,3.893581,9.939471,1.486421,0.1,0.198871,10.66722,-1.22863,0.1,-0.27696,11.31099,0.982597,0.1,2.158187,12.26266,2.997894,0.1,-1.67647,10.52727,-0.22098,0.1,-2.71211,10.63923,-1.70447,0.1,-4.41952,9.631579,-0.33294,0.1,-4.41952,9.631579,-0.33294,0.1,-5.09128,9.295696,2.074216,0.1,0.758675,-9.70967,-0.47289,0.1,0.786665,-9.73766,-0.72481,0.1,0.254851,-9.76565,-0.64084,0.1,-4.72741,9.687559,0.982597,0.1,-6.63075,7.980155,2.717991,0.1,-10.1575,6.636624,3.669659
0.1125,4.537357,9.099764,1.34647,0.1125,0.982597,10.61124,0.814656,0.1125,2.438089,10.52727,0.842646,0.1125,0.422792,9.547608,5.209122,0.1125,-2.85206,10.61124,0.422792,0.1125,-1.42456,11.64688,1.990245,0.1125,-2.60015,10.33133,1.654363,0.1125,0.954607,10.58325,-0.61285,0.1125,3.893581,9.855501,1.514411,0.1125,0.14289,10.66722,-1.22863,0.1125,-0.58486,11.17104,0.898626,0.1125,2.997894,11.78683,3.333777,0.1125,-1.64848,10.52727,-0.19299,0.1125,-2.68412,10.63923,-1.70447,0.1125,-4.4755,9.547608,-0.24897,0.1125,-4.4755,9.547608,-0.24897,0.1125,-5.0353,9.267706,2.074216,0.1125,0.758675,-9.76565,-0.47289,0.1125,0.786665,-9.68168,-0.69682,0.1125,0.14289,-9.76565,-0.69682,0.1125,-4.69942,9.77153,1.094558,0.1125,-6.68673,7.980155,2.745982,0.1125,-9.73766,7.476331,3.78162
0.125,4.285444,9.155745,1.262499,0.125,0.926617,10.63923,0.842646,0.125,2.55005,10.52727,0.870636,0.125,0.394802,9.547608,5.153142,0.125,-2.85206,10.69521,0.562744,0.125,-1.64848,11.75884,2.074216,0.125,-2.65613,10.47129,1.654363,0.125,0.898626,10.63923,-0.61285,0.125,3.78162,9.82751,1.514411,0.125,0.1149,10.75119,-1.25662,0.125,-0.83677,11.03109,0.758675,0.125,3.501718,11.5629,3.389757,0.125,-1.56451,10.63923,-0.165,0.125,-2.65613,10.55526,-1.70447,0.125,-4.86736,9.547608,-0.13701,0.125,-4.86736,9.547608,-0.13701,0.125,-5.0353,9.267706,2.130197,0.125,0.842646,-9.70967,-0.47289,0.125,0.730685,-9.68168,-0.72481,0.125,0.14289,-9.73766,-0.72481,0.125,-4.36354,9.82751,1.038578,0.125,-6.85467,7.868194,2.717991,0.125,-9.42977,7.700253,4.033532
0.1375,4.173484,9.295696,1.150538,0.1375,0.814656,10.61124,0.814656,0.1375,2.606031,10.49928,0.842646,0.1375,0.506763,9.519618,5.181132,0.1375,-2.79608,10.75119,0.758675,0.1375,-1.64848,11.75884,2.326128,0.1375,-2.76809,10.52727,1.654363,0.1375,0.898626,10.61124,-0.66883,0.1375,3.837601,9.855501,1.458431,0.1375,0.198871,10.7232,-1.22863,0.1375,-1.08868,10.89114,0.590734,0.1375,3.389757,11.5629,3.361767,0.1375,-1.50853,10.77918,-0.10902,0.1375,-2.60015,10.35932,-1.73246,0.1375,-5.37119,9.603589,-0.02505,0.1375,-5.37119,9.603589,-0.02505,0.1375,-5.06329,9.239716,2.102206,0.1375,0.842646,-9.65369,-0.4449,0.1375,0.590734,-9.70967,-0.78079,0.1375,0.226861,-9.70967,-0.72481,0.1375,-3.94368,9.82751,0.870636,0.1375,-6.82668,7.868194,2.801962,0.1375,-8.61805,7.448341,4.173484
0.15,4.117503,9.519618,1.038578,0.15,0.898626,10.66722,0.814656,0.15,2.662011,10.49928,0.814656,0.15,0.562744,9.603589,5.181132,0.15,-2.65613,10.80717,0.870636,0.15,-1.42456,11.84281,2.57804,0.15,-2.79608,10.49928,1.738333,0.15,0.898626,10.63923,-0.66883,0.15,3.893581,9.855501,1.37446,0.15,0.254851,10.7232,-1.25662,0.15,-1.22863,10.75119,0.506763,0.15,3.277796,11.61889,3.305786,0.15,-1.56451,10.91913,-0.08103,0.15,-2.71211,10.07942,-1.78844,0.15,-5.76305,9.659569,-0.05304,0.15,-5.76305,9.659569,-0.05304,0.15,-5.09128,9.127755,2.130197,0.15,0.814656,-9.65369,-0.47289,0.15,0.478773,-9.73766,-0.78079,0.15,0.310832,-9.68168,-0.72481,0.15,-3.57981,9.603589,0.730685,0.15,-6.60276,7.896184,2.773972,0.15,-7.58241,7.056477,4.061523
0.1625,4.173484,9.82751,1.010587,0.1625,1.010587,10.66722,0.786665,0.1625,2.634021,10.47129,0.898626,0.1625,0.590734,9.715549,5.265103,0.1625,-2.4602,10.80717,0.982597,0.1625,-1.17265,11.75884,2.773972,0.1625,-2.76809,10.49928,1.794314,0.1625,0.954607,10.66722,-0.66883,0.1625,3.949562,9.939471,1.486421,0.1625,0.282841,10.7232,-1.17265,0.1625,-1.28461,10.55526,0.422792,0.1625,3.557698,11.5629,3.165835,0.1625,-1.64848,10.94712,-0.02505,0.1625,-2.71211,9.82751,-1.92839,0.1625,-6.04295,9.74354,-0.10902,0.1625,-6.04295,9.74354,-0.10902,0.1625,-5.0353,9.099764,2.102206,0.1625,0.758675,-9.68168,-0.50089,0.1625,0.422792,-9.68168,-0.7528,0.1625,0.338822,-9.68168,-0.72481,0.1625,-3.41187,9.155745,0.646714,0.1625,-6.57477,7.868194,2.662011,0.1625,-7.16256,6.1328,3.865591
0.175,4.257454,10.24736,1.010587,0.175,1.038578,10.63923,0.814656,0.175,2.57804,10.47129,0.870636,0.175,0.506763,9.855501,5.293093,0.175,-2.1803,10.66722,1.038578,0.175,-0.92074,11.36697,3.053874,0.175,-2.76809,10.41531,1.794314,0.175,0.926617,10.63923,-0.66883,0.175,3.921571,9.967462,1.486421,0.175,0.254851,10.66722,-1.20064,0.175,-1.28461,10.35932,0.310832,0.175,3.809611,11.0031,3.137845,0.175,-1.5925,10.86315,-0.05304,0.175,-2.7401,9.715549,-2.09633,0.175,-6.29486,9.82751,-0.13701,0.175,-6.29486,9.82751,-0.13701,0.175,-5.00731,9.183735,2.046226,0.175,0.702695,-9.68168,-0.50089,0.175,0.478773,-9.65369,-0.66883,0.175,0.366812,-9.68168,-0.69682,0.175,-3.41187,8.62393,0.730685,0.175,-6.63075,7.924175,2.690001,0.175,-7.13457,5.153142,3.837601
0.1875,4.453386,10.61124,1.038578,0.1875,1.094558,10.61124,0.786665,0.1875,2.49407,10.52727,0.814656,0.1875,0.478773,9.855501,5.265103,0.1875,-1.87241,10.61124,1.038578,0.1875,-0.78079,11.05908,3.277796,0.1875,-2.85206,10.24736,1.822304,0.1875,0.926617,10.61124,-0.58486,0.1875,3.921571,10.02344,1.514411,0.1875,0.254851,10.66722,-1.22863,0.1875,-1.3126,10.07942,0.198871,0.1875,4.117503,10.41531,3.221816,0.1875,-1.42456,10.91913,-0.05304,0.1875,-2.85206,9.855501,-2.12432,0.1875,-6.4628,9.967462,-0.05304,0.1875,-6.4628,9.967462,-0.05304,0.1875,-4.95133,9.323686,2.018236,0.1875,0.646714,-9.70967,-0.47289,0.1875,0.590734,-9.6257,-0.61285,0.1875,0.310832,-9.73766,-0.64084,0.1875,-3.41187,8.008145,0.842646,0.1875,-6.63075,7.924175,2.717991,0.1875,-7.58241,4.453386,3.977552
0.2,4.621327,10.80717,1.178529,0.2,0.982597,10.58325,0.786665,0.2,2.410099,10.49928,0.814656,0.2,0.422792,9.82751,5.293093,0.2,-1.67647,10.52727,1.066568,0.2,-0.7528,10.52727,3.557698,0.2,-2.93604,10.05143,1.822304,0.2,0.982597,10.63923,-0.58486,0.2,3.921571,10.07942,1.542402,0.2,0.310832,10.75119,-1.3126,0.2,-1.28461,9.74354,0.08691,0.2,4.117503,9.74354,3.277796,0.2,-1.3126,11.03109,-0.02505,0.2,-3.10398,10.07942,-2.12432,0.2,-6.51879,10.07942,0.14289,0.2,-6.51879,10.07942,0.14289,0.2,-4.97932,9.379667,2.018236,0.2,0.590734,-9.76565,-0.52888,0.2,0.702695,-9.6257,-0.64084,0.2,0.310832,-9.70967,-0.66883,0.2,-3.38388,7.36437,0.898626,0.2,-6.60276,7.812214,2.773972,0.2,-8.14222,4.257454,4.397405
0.2125,4.705298,10.77918,1.31848,0.2125,0.898626,10.52727,0.758675,0.2125,2.354118,10.52727,0.814656,0.2125,0.310832,9.77153,5.209122,0.2125,-1.62049,10.4433,1.066568,0.2125,-0.7528,9.74354,3.809611,0.2125,-2.99202,9.939471,1.794314,0.2125,1.010587,10.75119,-0.66883,0.2125,3.949562,9.995452,1.542402,0.2125,0.394802,10.83516,-1.28461,0.2125,-1.20064,9.379667,0.002939,0.2125,3.893581,9.071774,3.305786,0.2125,-1.3126,11.11506,-0.02505,0.2125,-3.43986,10.33133,-2.06834,0.2125,-6.51879,10.19138,0.366812,0.2125,-6.51879,10.19138,0.366812,0.2125,-5.11927,9.267706,2.074216,0.2125,0.562744,-9.87761,-0.52888,0.2125,0.730685,-9.6257,-0.61285,0.2125,0.394802,-9.68168,-0.69682,0.2125,-3.10398,6.636624,0.814656,0.2125,-6.60276,7.868194,2.662011,0.2125,-8.33815,4.705298,4.733288
0.225,4.733288,10.55526,1.458431,0.225,0.814656,10.61124,0.730685,0.225,2.382109,10.49928,0.814656,0.225,0.282841,9.79952,5.125151,0.225,-1.64848,10.4433,1.178529,0.225,-0.69682,8.959813,3.977552,0.225,-2.93604,9.911481,1.682353,0.225,1.066568,10.89114,-0.64084,0.225,3.921571,9.911481,1.570392,0.225,0.310832,10.91913,-1.14466,0.225,-1.14466,9.183735,-0.05304,0.225,3.473728,8.763882,3.445737,0.225,-1.34059,11.11506,-0.05304,0.225,-3.66378,10.38732,-2.09633,0.225,-6.65874,10.24736,0.562744,0.225,-6.65874,10.24736,0.562744,0.225,-5.20324,9.155745,2.102206,0.225,0.618724,-9.82163,-0.52888,0.225,0.730685,-9.6257,-0.61285,0.225,0.478773,-9.6257,-0.72481,0.225,-2.85206,5.908878,0.674705,0.225,-6.63075,7.896184,2.717991,0.225,-7.94629,5.461034,4.649317
0.2375,4.593337,10.27535,1.542402,0.2375,0.842646,10.61124,0.730685,0.2375,2.410099,10.49928,0.842646,0.2375,0.282841,9.77153,5.153142,0.2375,-1.81643,10.55526,1.206519,0.2375,-0.61285,8.344028,3.977552,0.2375,-2.93604,10.02344,1.598382,0.2375,1.038578,11.0031,-0.58486,0.2375,3.893581,9.911481,1.542402,0.2375,0.282841,10.83516,-1.17265,0.2375,-1.17265,9.211725,-0.02505,0.2375,2.997894,8.679911,3.277796,0.2375,-1.50853,11.05908,-0.10902,0.2375,-3.66378,10.41531,-2.12432,0.2375,-6.85467,9.995452,0.954607,0.2375,-6.85467,9.995452,0.954607,0.2375,-5.14726,9.099764,2.046226,0.2375,0.674705,-9.76565,-0.50089,0.2375,0.646714,-9.6257,-0.61285,0.2375,0.422792,-9.65369,-0.69682,0.2375,-2.68412,5.01319,0.478773,0.2375,-6.74271,7.952165,2.717991,0.2375,-7.3305,5.880888,4.565347
0.25,4.397405,9.967462,1.542402,0.25,0.954607,10.63923,0.702695,0.25,2.466079,10.52727,0.814656,0.25,0.254851,9.74354,5.097161,0.25,-2.01236,10.58325,1.234509,0.25,-0.64084,8.204077,3.977552,0.25,-2.93604,10.19138,1.514411,0.25,1.038578,11.05908,-0.47289,0.25,3.865591,9.883491,1.598382,0.25,0.310832,10.7232,-1.20064,0.25,-1.14466,9.379667,-0.02505,0.25,2.997894,8.707901,2.969904,0.25,-1.70447,10.91913,-0.10902,0.25,-3.41187,10.47129,-2.15231,0.25,-6.93864,9.519618,1.262499,0.25,-6.93864,9.519618,1.262499,0.25,-5.0353,9.099764,1.990245,0.25,0.730685,-9.82163,-0.4449,0.25,0.674705,-9.56972,-0.64084,0.25,0.394802,-9.65369,-0.72481,0.25,-2.32025,4.173484,0.338822,0.25,-6.68673,7.980155,2.773972,0.25,-6.68673,5.936868,4.649317
0.2625,4.117503,9.74354,1.486421,0.2625,1.150538,10.66722,0.702695,0.2625,2.55005,10.55526,0.870636,0.2625,0.254851,9.715549,5.097161,0.2625,-2.15231,10.58325,1.178529,0.2625,-0.92074,9.127755,4.201474,0.2625,-2.90805,10.19138,1.542402,0.2625,1.066568,11.03109,-0.41691,0.2625,3.75363,9.939471,1.542402,0.2625,0.310832,10.7232,-1.22863,0.2625,-1.0327,9.687559,-0.13701,0.2625,3.473728,8.679911,2.466079,0.2625,-1.84442,10.83516,-0.10902,0.2625,-3.10398,10.52727,-2.04035,0.2625,-6.74271,9.043784,1.37446,0.2625,-6.74271,9.043784,1.37446,0.2625,-4.92334,9.183735,1.990245,0.2625,0.758675,-9.84962,-0.4449,0.2625,0.646714,-9.59771,-0.58486,0.2625,0.338822,-9.70967,-0.72481,0.2625,-2.04035,3.361767,0.14289,0.2625,-6.68673,7.868194,2.662011,0.2625,-6.09893,5.796917,4.677308
0.275,3.865591,9.575598,1.430441,0.275,1.37446,10.69521,0.702695,0.275,2.57804,10.52727,0.870636,0.275,0.282841,9.74354,5.125151,0.275,-2.23628,10.58325,1.178529,0.275,-1.25662,11.45094,4.677308,0.275,-2.90805,10.24736,1.626372,0.275,1.150538,10.94712,-0.4449,0.275,3.72564,9.911481,1.542402,0.275,0.282841,10.7232,-1.11667,0.275,-0.92074,10.10741,-0.36093,0.275,4.089513,8.483979,1.990245,0.275,-1.98437,10.66722,-0.13701,0.275,-2.88005,10.58325,-2.01236,0.275,-6.29486,8.56795,1.514411,0.275,-6.29486,8.56795,1.514411,0.275,-4.86736,9.183735,2.102206,0.275,0.758675,-9.73766,-0.4449,0.275,0.590734,-9.68168,-0.55687,0.275,0.254851,-9.82163,-0.78079,0.275,-1.98437,2.773972,-0.02505,0.275,-6.63075,7.812214,2.690001,0.275,-5.48315,5.600985,4.565347
0.2875,3.837601,9.491628,1.486421,0.2875,1.570392,10.69521,0.702695,0.2875,2.55005,10.52727,0.870636,0.2875,0.17088,9.687559,5.125151,0.2875,-2.20829,10.58325,1.178529,0.2875,-1.70447,14.75379,5.125151,0.2875,-3.02001,10.33133,1.654363,0.2875,1.262499,10.86315,-0.38892,0.2875,3.72564,9.911481,1.514411,0.2875,0.254851,10.69521,-1.08868,0.2875,-0.83677,10.55526,-0.61285,0.2875,4.621327,7.896184,1.738333,0.2875,-2.04035,10.52727,-0.13701,0.2875,-2.79608,10.63923,-2.06834,0.2875,-5.93099,8.260057,1.514411,0.2875,-5.93099,8.260057,1.514411,0.2875,-4.95133,9.127755,2.130197,0.2875,0.814656,-9.70967,-0.55687,0.2875,0.534753,-9.73766,-0.52888,0.2875,0.254851,-9.82163,-0.78079,0.2875,-1.95638,2.606031,-0.08103,0.2875,-6.68673,7.952165,2.662011,0.2875,-5.06329,5.461034,4.425396
0.3,3.949562,9.435647,1.486421,0.3,1.738333,10.77918,0.674705,0.3,2.55005,10.49928,0.842646,0.3,-0.02505,9.659569,5.069171,0.3,-2.15231,10.61124,1.178529,0.3,-1.78844,16.1533,5.321083,0.3,-3.048,10.38732,1.794314,0.3,1.31848,10.80717,-0.41691,0.3,3.809611,9.939471,1.514411,0.3,0.282841,10.63923,-1.14466,0.3,-0.86476,11.0031,-0.89275,0.3,4.845249,7.168438,1.654363,0.3,-2.01236,10.38732,-0.19299,0.3,-2.71211,10.52727,-2.12432,0.3,-5.76305,7.924175,1.570392,0.3,-5.76305,7.924175,1.570392,0.3,-5.11927,9.099764,2.158187,0.3,0.786665,-9.68168,-0.61285,0.3,0.478773,-9.76565,-0.55687,0.3,0.226861,-9.82163,-0.72481,0.3,-1.87241,2.801962,-0.22098,0.3,-6.71472,7.924175,2.717991,0.3,-4.92334,5.489024,4.369415
0.3125,4.173484,9.435647,1.486421,0.3125,1.766324,10.77918,0.674705,0.3125,2.49407,10.4433,0.786665,0.3125,-0.165,9.603589,5.01319,0.3125,-2.12432,10.55526,1.122548,0.3125,-1.08868,14.41791,5.237112,0.3125,-2.96403,10.47129,1.822304,0.3125,1.31848,10.77918,-0.41691,0.3125,3.893581,9.967462,1.486421,0.3125,0.310832,10.69521,-1.22863,0.3125,-0.92074,11.25501,-1.0327,0.3125,5.069171,6.720595,2.074216,0.3125,-2.09633,10.24736,-0.27696,0.3125,-2.76809,10.49928,-2.12432,0.3125,-5.73506,7.756233,1.682353,0.3125,-5.73506,7.756233,1.682353,0.3125,-5.23123,9.183735,2.186177,0.3125,0.674705,-9.65369,-0.64084,0.3125,0.394802,-9.65369,-0.58486,0.3125,0.198871,-9.87761,-0.7528,0.3125,-1.87241,3.277796,-0.19299,0.3125,-6.68673,7.896184,2.773972,0.3125,-4.97932,5.517015,4.453386
0.325,4.425396,9.379667,1.430441,0.325,1.682353,10.75119,0.618724,0.325,2.466079,10.47129,0.842646,0.325,-0.165,9.631579,4.95721,0.325,-2.04035,10.61124,1.122548,0.325,-0.27696,12.12271,4.90123,0.325,-2.85206,10.58325,1.794314,0.325,1.206519,10.77918,-0.4449,0.325,3.809611,9.939471,1.542402,0.325,0.282841,10.69521,-1.22863,0.325,-0.92074,11.33898,-1.14466,0.325,4.789269,6.580643,2.52206,0.325,-2.29226,10.19138,-0.30495,0.325,-3.02001,10.49928,-2.20829,0.325,-5.95898,7.700253,1.906275,0.325,-5.95898,7.700253,1.906275,0.325,-5.23123,9.323686,2.186177,0.325,0.646714,-9.70967,-0.61285,0.325,0.394802,-9.51374,-0.58486,0.325,0.310832,-9.87761,-0.78079,0.325,-1.76045,3.865591,-0.19299,0.325,-6.65874,7.868194,2.690001,0.325,-5.20324,5.600985,4.649317
0.3375,4.733288,9.351676,1.37446,0.3375,1.542402,10.7232,0.590734,0.3375,2.49407,10.47129,0.814656,0.3375,-0.08103,9.631579,4.95721,0.3375,-1.9004,10.69521,1.178529,0.3375,-0.08103,10.38732,4.313435,0.3375,-2.82407,10.61124,1.878284,0.3375,1.038578,10.75119,-0.47289,0.3375,3.669659,9.967462,1.542402,0.3375,0.282841,10.75119,-1.17265,0.3375,-0.94873,11.39496,-1.20064,0.3375,4.621327,6.972507,2.298138,0.3375,-2.57216,10.16339,-0.38892,0.3375,-3.27192,10.52727,-2.29226,0.3375,-6.29486,7.840204,2.102206,0.3375,-6.29486,7.840204,2.102206,0.3375,-5.14726,9.351676,2.158187,0.3375,0.646714,-9.82163,-0.52888,0.3375,0.618724,-9.51374,-0.52888,0.3375,0.422792,-9.70967,-0.78079,0.3375,-1.67647,4.453386,-0.27696,0.3375,-6.65874,7.868194,2.690001,0.3375,-5.28721,5.600985,4.92922
