"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration"
9.5000,-9.35,2.13,5.38
9.5125,-9.09,1.91,5.49
9.5250,-8.87,1.71,5.55
9.5375,-8.59,1.46,5.41
9.5500,-8.42,1.32,5.43
9.5625,-8.28,1.43,5.32
9.5750,-8.11,1.63,5.21
9.5875,-8.09,1.74,5.21
9.6000,-8.11,1.68,5.21
9.6125,-8.03,1.79,5.27
9.6250,-8.00,1.85,5.24
9.6375,-7.97,1.91,5.35
9.6500,-7.95,2.02,5.32
9.6625,-7.81,2.07,5.29
9.6750,-7.64,2.21,5.29
9.6875,-7.53,2.27,5.27
9.7000,-7.69,2.19,5.27
9.7125,-7.75,2.24,5.21
9.7250,-7.83,2.35,5.13
9.7375,-8.03,2.41,5.01
9.7500,-8.09,2.41,5.04
9.7625,-8.09,2.35,4.99
9.7750,-8.06,2.21,4.93
9.7875,-8.14,2.27,4.96
9.8000,-8.03,2.27,4.93
9.8125,-8.06,2.21,4.96
9.8250,-8.17,2.13,5.01
9.8375,-8.14,1.91,5.04
9.8500,-8.17,1.96,5.27
9.8625,-8.20,2.07,5.27
9.8750,-8.20,2.16,5.38
9.8875,-8.03,2.19,5.46
9.9000,-8.03,2.13,5.60
9.9125,-8.03,2.02,5.63
9.9250,-8.03,1.79,5.68
9.9375,-8.09,1.79,5.77
9.9500,-8.09,1.91,5.71
9.9625,-8.09,1.91,5.80
9.9750,-8.11,1.74,5.77
9.9875,-8.09,1.68,5.77
10.0000,-8.09,1.71,5.80
10.0125,-8.17,1.65,5.77
10.0250,-8.23,1.68,5.77
10.0375,-8.34,1.65,5.71
10.0500,-8.39,1.65,5.71
10.0625,-8.39,1.54,5.68
10.0750,-8.39,1.40,5.63
10.0875,-8.42,1.40,5.60
10.1000,-8.31,1.40,5.55
10.1125,-8.23,1.51,5.55
10.1250,-8.25,1.49,5.57
10.1375,-8.17,1.43,5.60
10.1500,-8.11,1.49,5.55
10.1625,-8.09,1.51,5.55
10.1750,-8.03,1.60,5.57
10.1875,-8.09,1.74,5.57
10.2000,-7.97,1.79,5.55
10.2125,-7.95,1.82,5.52
10.2250,-7.95,1.99,5.55
10.2375,-8.00,2.21,5.52
10.2500,-8.34,2.41,5.46
10.2625,-8.62,2.52,5.29
10.2750,-8.84,2.44,5.24
10.2875,-9.04,2.38,5.13
10.3000,-9.07,2.24,4.96
10.3125,-9.04,2.16,4.90
10.3250,-8.87,2.19,4.76
10.3375,-8.62,2.27,4.59
10.3500,-8.42,2.35,4.54
10.3625,-8.31,2.44,4.40
10.3750,-8.14,2.49,4.43
10.3875,-8.11,2.72,4.45
10.4000,-8.17,3.11,4.43
10.4125,-8.20,3.36,4.31
10.4250,-8.23,3.36,4.23
10.4375,-8.14,3.33,4.20
10.4500,-8.14,3.33,4.17
10.4625,-8.14,3.42,4.17
10.4750,-8.20,3.45,4.20
10.4875,-8.34,3.59,4.20
10.5000,-8.48,3.81,4.26
10.5125,-8.79,3.87,4.20
10.5250,-9.01,3.84,4.17
10.5375,-9.15,3.78,4.06
10.5500,-9.18,3.67,3.98
10.5625,-9.18,3.78,3.87
10.5750,-9.18,4.06,3.75
10.5875,-9.26,4.45,3.67
10.6000,-9.54,4.99,3.50
10.6125,-9.85,5.29,3.31
10.6250,-10.21,5.29,3.14
10.6375,-10.41,5.01,3.03
10.6500,-10.47,4.62,2.86
10.6625,-10.44,4.17,2.80
10.6750,-10.21,3.75,2.80
10.6875,-9.85,3.47,2.89
10.7000,-9.46,3.47,2.91
10.7125,-8.93,3.70,2.97
10.7250,-8.48,4.01,2.97
10.7375,-8.14,4.20,3.00
10.7500,-7.89,4.29,3.05
10.7625,-7.78,4.40,3.03
10.7750,-7.75,4.54,3.05
10.7875,-7.89,4.71,3.05
10.8000,-8.11,4.85,3.00
10.8125,-8.42,4.71,2.94
10.8250,-8.90,4.51,2.91
10.8375,-9.26,4.48,2.89
10.8500,-9.51,4.48,2.83
10.8625,-9.68,4.51,2.89
10.8750,-9.82,4.48,2.83
10.8875,-9.91,4.40,2.91
10.9000,-9.93,4.31,2.94
10.9125,-9.88,4.17,2.97
10.9250,-9.82,4.09,3.05
10.9375,-9.74,4.12,3.14
10.9500,-9.60,4.17,3.28
10.9625,-9.63,4.20,3.47
10.9750,-9.60,4.17,3.61
10.9875,-9.54,4.17,3.67
11.0000,-9.54,4.09,3.78
11.0125,-9.54,4.06,3.87
11.0250,-9.63,4.06,3.98
11.0375,-9.96,4.17,4.12
11.0500,-10.33,4.29,4.20
11.0625,-10.55,4.15,4.29
11.0750,-10.55,3.73,4.40
11.0875,-10.30,3.25,4.57
11.1000,-9.88,2.89,4.76
11.1125,-9.35,2.69,4.99
11.1250,-8.81,2.69,5.13
11.1375,-8.25,2.86,5.27
11.1500,-7.81,3.00,5.32
11.1625,-7.55,3.11,5.35
11.1750,-7.53,3.08,5.35
11.1875,-7.61,2.94,5.41
11.2000,-7.81,2.77,5.41
11.2125,-8.17,2.72,5.43
11.2250,-8.48,2.83,5.55
11.2375,-8.59,3.00,5.71
11.2500,-8.70,3.22,6.02
11.2625,-8.87,3.25,6.27
11.2750,-8.95,2.86,6.55
11.2875,-8.87,2.38,6.69
11.3000,-8.59,2.02,6.80
11.3125,-8.31,1.65,6.86
11.3250,-8.11,1.63,6.80
11.3375,-7.86,1.85,6.83
11.3500,-7.39,2.07,6.78
11.3625,-6.99,2.33,6.75
11.3750,-6.63,2.30,6.83
11.3875,-6.29,2.10,6.86
11.4000,-6.21,2.10,6.86
11.4125,-6.10,2.19,6.78
11.4250,-5.96,2.63,6.97
11.4375,-5.85,3.11,7.06
11.4500,-5.68,3.17,7.20
11.4625,-5.68,3.08,7.45
11.4750,-5.60,2.97,7.62
11.4875,-5.71,2.91,7.70
11.5000,-5.90,3.36,7.92
11.5125,-5.79,4.03,7.95
11.5250,-5.65,4.03,7.98
11.5375,-5.65,3.78,8.29
11.5500,-5.60,3.47,8.37
11.5625,-5.68,3.11,8.54
11.5750,-5.79,2.77,8.60
11.5875,-5.85,2.44,8.54
11.6000,-5.96,2.49,8.54
11.6125,-5.82,2.77,8.62
11.6250,-5.74,2.77,8.93
11.6375,-5.54,2.77,9.18
11.6500,-5.46,2.63,9.46
11.6625,-5.65,2.52,9.66
11.6750,-5.76,2.58,9.69
11.6875,-6.01,2.61,9.83
11.7000,-6.13,2.49,9.86
11.7125,-6.15,2.24,9.88
11.7250,-5.99,1.91,9.97
11.7375,-5.74,1.57,9.77
11.7500,-5.54,1.32,9.63
11.7625,-5.29,1.37,9.49
11.7750,-4.98,1.63,9.27
11.7875,-4.70,1.82,8.90
11.8000,-4.59,1.85,8.76
11.8125,-4.48,1.85,8.65
11.8250,-4.31,1.79,8.46
11.8375,-4.36,1.60,8.26
11.8500,-4.36,1.43,8.06
11.8625,-4.36,1.32,7.92
11.8750,-4.28,1.32,7.84
11.8875,-4.14,1.35,7.84
11.9000,-3.92,1.32,7.73
11.9125,-3.69,1.32,7.76
11.9250,-3.52,1.43,7.78
11.9375,-3.33,1.51,7.81
11.9500,-3.19,1.57,7.90
11.9625,-3.08,1.51,7.87
11.9750,-2.99,1.46,7.87
11.9875,-2.80,1.46,7.95
12.0000,-2.63,1.40,7.98
12.0125,-2.54,1.21,8.01
12.0250,-2.46,1.15,8.09
12.0375,-2.52,1.26,8.01
12.0500,-2.74,1.15,7.87
12.0625,-2.94,1.09,7.95
12.0750,-2.94,1.82,8.40
12.0875,-3.36,3.45,8.65
12.1000,-4.90,5.13,8.40
12.1125,-6.43,5.85,8.51
12.1250,-6.38,5.55,8.65
12.1375,-5.79,4.76,8.82
12.1500,-5.88,4.54,9.24
12.1625,-6.27,5.41,9.63
12.1750,-6.60,6.89,9.74
12.1875,-7.33,8.26,9.63
12.2000,-8.20,9.32,9.58
12.2125,-8.93,9.60,9.46
12.2250,-9.09,9.18,9.24
12.2375,-8.84,8.37,9.10
12.2500,-8.67,7.78,8.96
12.2625,-9.12,7.64,8.68
12.2750,-9.63,7.78,8.37
12.2875,-9.68,7.92,8.15
12.3000,-9.51,7.64,8.01
12.3125,-9.65,7.17,7.70
12.3250,-9.99,6.36,7.14
12.3375,-9.88,5.43,6.89
12.3500,-9.26,5.15,6.89
12.3625,-8.48,5.77,6.86
12.3750,-7.75,6.44,6.78
12.3875,-6.94,6.97,6.58
12.4000,-6.10,7.11,6.27
12.4125,-5.15,6.72,5.94
12.4250,-4.22,6.19,5.91
12.4375,-3.47,5.91,5.88
12.4500,-2.80,5.91,5.77
12.4625,-2.49,6.16,5.74
12.4750,-2.46,6.61,5.77
12.4875,-2.71,7.00,5.63
12.5000,-3.10,7.36,5.60
12.5125,-3.50,7.53,5.55
12.5250,-3.83,7.45,5.60
12.5375,-4.17,7.03,5.66
12.5500,-4.62,6.72,5.66
12.5625,-5.18,6.86,5.68
12.5750,-5.57,7.14,5.66
12.5875,-5.93,7.34,5.68
12.6000,-6.27,7.42,5.68
12.6125,-6.63,7.25,5.77
12.6250,-6.91,7.25,5.91
12.6375,-7.36,7.39,6.13
12.6500,-7.89,7.64,6.27
12.6625,-8.39,7.90,6.38
12.6750,-8.73,7.73,6.50
12.6875,-8.65,7.36,6.52
12.7000,-8.37,6.89,6.64
12.7125,-8.14,6.27,6.75
12.7250,-7.92,5.57,6.89
12.7375,-7.33,4.90,6.97
12.7500,-6.35,4.20,7.06
12.7625,-5.20,3.56,6.92
12.7750,-3.89,3.17,7.22
12.7875,-3.64,3.14,7.48
12.8000,-3.33,3.53,7.62
12.8125,-3.22,4.12,7.70
12.8250,-3.52,4.45,7.92
12.8375,-3.83,4.23,8.12
12.8500,-4.22,3.84,8.23
12.8625,-4.42,3.59,8.32
12.8750,-4.53,3.53,8.23
12.8875,-4.64,3.70,8.15
12.9000,-4.76,4.09,8.01
12.9125,-4.73,4.57,7.90
12.9250,-4.64,4.73,7.84
12.9375,-4.48,4.57,7.87
12.9500,-4.39,4.37,7.92
12.9625,-4.42,4.34,7.92
12.9750,-4.62,4.20,7.92
12.9875,-4.81,4.01,7.73
13.0000,-4.76,4.01,7.64
13.0125,-4.70,4.20,7.53
13.0250,-4.78,4.68,7.50
13.0375,-4.81,5.27,7.59
13.0500,-4.92,5.68,7.62
13.0625,-5.04,5.88,7.78
13.0750,-5.26,6.05,7.90
13.0875,-5.65,6.10,7.95
13.1000,-5.99,5.91,7.90
13.1125,-6.10,5.63,7.92
13.1250,-5.96,5.63,8.01
13.1375,-5.90,5.80,8.04
13.1500,-6.04,6.10,7.98
13.1625,-6.10,6.27,7.90
13.1750,-5.96,6.27,7.84
13.1875,-5.65,6.16,7.78
13.2000,-5.37,6.24,7.73
13.2125,-5.18,6.38,7.67
13.2250,-5.12,6.64,7.53
13.2375,-5.06,6.69,7.48
13.2500,-5.01,6.69,7.42
13.2625,-5.06,6.58,7.36
13.2750,-5.37,6.80,7.39
13.2875,-5.40,6.89,7.22
13.3000,-5.43,7.06,7.36
13.3125,-5.46,7.22,7.36
13.3250,-5.32,7.17,7.36
13.3375,-5.29,6.97,7.36
13.3500,-5.12,6.86,7.36
13.3625,-5.06,6.89,7.28
13.3750,-5.09,6.97,7.17
13.3875,-5.18,7.00,7.20
13.4000,-5.06,6.89,7.06
13.4125,-4.73,6.94,7.11
13.4250,-4.56,6.97,7.06
13.4375,-4.50,7.03,6.92
13.4500,-4.25,7.17,6.72
13.4625,-4.11,7.39,6.55
13.4750,-4.22,7.28,6.52
13.4875,-4.22,6.89,6.52
13.5000,-3.94,6.55,6.47
13.5125,-3.33,6.83,6.38
13.5250,-2.88,7.36,6.36
13.5375,-2.77,7.76,6.24
13.5500,-2.91,7.70,6.13
13.5625,-2.82,7.59,6.30
13.5750,-2.60,7.48,6.58
13.5875,-2.52,7.34,6.72
13.6000,-2.57,7.31,6.80
13.6125,-3.02,7.25,6.64
13.6250,-3.36,7.17,6.69
13.6375,-3.24,7.20,6.89
13.6500,-2.94,7.48,7.08
13.6625,-2.77,8.34,7.39
13.6750,-2.46,9.18,7.67
13.6875,-2.35,9.30,7.62
13.7000,-2.18,9.13,7.59
13.7125,-2.01,8.76,7.53
13.7250,-1.70,8.43,7.14
13.7375,-1.17,7.92,7.62
13.7500,-0.92,7.45,7.70
13.7625,-0.89,7.78,7.67
13.7750,-1.00,8.93,7.70
13.7875,-0.95,9.18,7.45
13.8000,-1.00,8.43,7.53
13.8125,-1.17,7.64,7.64
13.8250,-1.23,7.17,7.62
13.8375,-1.51,7.31,7.78
13.8500,-1.90,7.98,7.90
13.8625,-1.93,8.68,7.87
13.8750,-1.70,9.02,7.73
13.8875,-1.84,8.99,7.70
13.9000,-1.84,8.85,7.64
13.9125,-1.76,8.93,7.48
13.9250,-2.04,8.74,7.39
13.9375,-2.46,8.32,7.56
13.9500,-2.63,8.18,7.53
13.9625,-2.35,8.60,7.36
13.9750,-2.32,8.60,7.48
13.9875,-2.24,8.29,7.39
14.0000,-1.87,8.51,7.31
14.0125,-1.79,9.07,7.22
14.0250,-1.73,9.32,7.22
14.0375,-1.54,8.96,7.08
14.0500,-1.45,8.54,6.97
14.0625,-1.45,8.40,6.94
14.0750,-1.51,8.54,6.92
14.0875,-1.48,8.68,6.92
14.1000,-1.48,8.71,6.92
14.1125,-1.48,8.62,6.94
14.1250,-1.51,8.57,6.97
14.1375,-1.62,8.46,7.00
14.1500,-1.70,8.48,7.06
14.1625,-1.65,8.62,7.08
14.1750,-1.68,8.54,7.06
14.1875,-1.62,8.48,7.06
14.2000,-1.51,8.54,7.06
14.2125,-1.48,8.54,7.03
14.2250,-1.48,8.62,7.06
14.2375,-1.42,8.62,7.08
14.2500,-1.45,8.60,7.08
14.2625,-1.51,8.60,7.06
14.2750,-1.54,8.62,7.00
14.2875,-1.59,8.71,7.03
14.3000,-1.62,8.74,7.03
14.3125,-1.68,8.74,7.00
14.3250,-1.70,8.54,7.06
14.3375,-1.76,8.43,7.03
14.3500,-1.70,8.46,6.94
14.3625,-1.70,8.62,7.00
14.3750,-1.70,8.65,6.97
14.3875,-1.70,8.62,6.97
14.4000,-1.62,8.71,6.97
14.4125,-1.56,8.76,6.89
14.4250,-1.73,8.85,7.00
14.4375,-2.04,8.71,7.14
14.4500,-2.15,8.93,7.03
14.4625,-1.82,9.13,7.08
14.4750,-1.62,8.76,7.00
14.4875,-1.56,8.32,6.86
14.5000,-1.87,8.06,7.00
14.5125,-2.04,8.12,7.08
14.5250,-1.87,8.37,7.11
14.5375,-1.54,8.74,7.11
14.5500,-1.45,8.96,7.14
14.5625,-1.54,8.76,7.14
14.5750,-1.45,8.62,7.08
14.5875,-1.48,8.40,7.11
14.6000,-1.48,8.26,7.11
14.6125,-1.45,8.40,7.08
14.6250,-1.34,8.71,7.11
14.6375,-1.37,8.76,7.08
14.6500,-1.56,8.57,7.14
14.6625,-1.59,8.43,7.08
14.6750,-1.56,8.40,7.11
14.6875,-1.54,8.40,7.03
14.7000,-1.48,8.48,7.11
14.7125,-1.48,8.68,7.00
14.7250,-1.65,8.74,7.00
14.7375,-1.68,8.60,7.03
14.7500,-1.65,8.57,7.06
14.7625,-1.73,8.62,7.14
14.7750,-1.65,8.82,7.14
14.7875,-1.62,8.76,7.22
14.8000,-1.54,8.62,7.14
14.8125,-1.34,8.68,7.08
14.8250,-1.34,8.76,7.20
14.8375,-1.31,8.62,7.14
14.8500,-1.23,8.48,7.20
14.8625,-1.26,8.46,7.20
14.8750,-1.34,8.57,7.20
14.8875,-1.37,8.57,7.25
14.9000,-1.42,8.65,7.25
14.9125,-1.56,8.62,7.20
14.9250,-1.48,8.51,7.28
14.9375,-1.40,8.29,7.17
14.9500,-1.40,8.18,7.17
14.9625,-1.42,8.26,7.08
14.9750,-1.45,8.48,7.11
14.9875,-1.51,8.76,7.08
15.0000,-1.59,8.74,7.06
15.0125,-1.62,8.54,7.17
15.0250,-1.51,8.40,7.14
15.0375,-1.34,8.54,7.14
15.0500,-1.40,8.76,7.22
15.0625,-1.37,8.85,7.11
15.0750,-1.42,8.65,7.20
15.0875,-1.48,8.43,7.22
15.1000,-1.42,8.18,7.22
15.1125,-1.34,8.32,7.25
15.1250,-1.20,8.62,7.36
15.1375,-1.09,8.76,7.36
15.1500,-1.14,8.71,7.45
15.1625,-1.26,8.57,7.39
15.1750,-1.37,8.43,7.53
15.1875,-1.62,8.29,7.64
15.2000,-1.48,8.09,7.56
15.2125,-1.40,8.09,7.45
15.2250,-1.31,8.26,7.39
15.2375,-1.34,8.43,7.53
15.2500,-1.42,8.62,7.53
15.2625,-1.48,8.68,7.53
15.2750,-1.87,8.51,7.56
15.2875,-2.18,8.20,7.64
15.3000,-1.87,8.01,7.67
15.3125,-1.45,7.95,7.62
15.3250,-1.14,8.04,7.48
15.3375,-0.92,8.29,7.36
15.3500,-0.86,8.46,7.25
15.3625,-0.78,8.43,7.17
15.3750,-0.89,8.29,7.14
15.3875,-1.03,8.15,7.11
15.4000,-1.00,8.15,7.14
15.4125,-1.09,8.20,7.17
15.4250,-1.17,8.18,7.17
15.4375,-1.26,8.18,7.25
15.4500,-1.37,8.18,7.34
15.4625,-1.42,8.12,7.36
15.4750,-1.42,8.20,7.36
15.4875,-1.42,8.32,7.39
15.5000,-1.37,8.32,7.39
15.5125,-1.31,8.37,7.39
15.5250,-1.34,8.37,7.42
15.5375,-1.34,8.32,7.48
15.5500,-1.37,8.23,7.53
15.5625,-1.31,8.29,7.56
15.5750,-1.37,8.40,7.56
15.5875,-1.31,8.54,7.48
15.6000,-1.26,8.48,7.59
15.6125,-1.28,8.32,7.64
15.6250,-1.40,8.26,7.64
15.6375,-1.23,8.32,7.59
15.6500,-1.26,8.26,7.62
15.6625,-1.37,8.20,7.56
15.6750,-1.34,8.29,7.64
15.6875,-1.26,8.29,7.59
15.7000,-1.17,8.18,7.62
15.7125,-1.26,8.23,7.56
15.7250,-1.28,8.34,7.53
15.7375,-1.28,8.40,7.59
15.7500,-1.28,8.26,7.56
15.7625,-1.31,8.18,7.48
15.7750,-1.31,8.26,7.48
15.7875,-1.28,8.32,7.42
15.8000,-1.26,8.32,7.39
15.8125,-1.28,8.40,7.39
15.8250,-1.26,8.40,7.34
15.8375,-1.20,8.37,7.34
15.8500,-1.23,8.37,7.31
15.8625,-1.31,8.23,7.31
15.8750,-1.31,8.37,7.34
15.8875,-1.26,8.51,7.34
15.9000,-1.23,8.54,7.28
15.9125,-1.20,8.65,7.34
15.9250,-1.26,8.54,7.36
15.9375,-1.31,8.46,7.36
15.9500,-1.26,8.48,7.36
15.9625,-1.23,8.51,7.36
15.9750,-1.28,8.46,7.36
15.9875,-1.31,8.37,7.36
16.0000,-1.23,8.34,7.34
16.0125,-1.17,8.34,7.34
16.0250,-1.20,8.37,7.36
16.0375,-1.23,8.40,7.34
16.0500,-1.23,8.40,7.36
16.0625,-1.28,8.43,7.36
16.0750,-1.26,8.51,7.36
16.0875,-1.26,8.51,7.39
16.1000,-1.28,8.40,7.34
16.1125,-1.31,8.40,7.36
16.1250,-1.26,8.48,7.36
16.1375,-1.28,8.54,7.39
16.1500,-1.31,8.60,7.42
16.1625,-1.31,8.51,7.39
16.1750,-1.26,8.48,7.42
16.1875,-1.31,8.48,7.42
16.2000,-1.28,8.46,7.39
16.2125,-1.23,8.51,7.39
16.2250,-1.23,8.51,7.34
16.2375,-1.26,8.43,7.36
16.2500,-1.23,8.48,7.39
16.2625,-1.23,8.46,7.36
16.2750,-1.26,8.48,7.36
16.2875,-1.26,8.48,7.34
16.3000,-1.28,8.43,7.39
16.3125,-1.31,8.46,7.36
16.3250,-1.28,8.40,7.36
16.3375,-1.26,8.40,7.42
16.3500,-1.26,8.46,7.36
16.3625,-1.26,8.46,7.34
16.3750,-1.31,8.48,7.31
16.3875,-1.28,8.40,7.31
16.4000,-1.31,8.40,7.31
16.4125,-1.34,8.51,7.28
16.4250,-1.34,8.54,7.31
16.4375,-1.31,8.43,7.31
16.4500,-1.31,8.37,7.31
16.4625,-1.31,8.40,7.36
16.4750,-1.20,8.57,7.31
16.4875,-1.14,8.60,7.31
16.5000,-1.12,8.54,7.34
16.5125,-1.14,8.43,7.36
16.5250,-1.17,8.37,7.39
16.5375,-1.20,8.43,7.42
16.5500,-1.23,8.48,7.39
16.5625,-1.17,8.40,7.39
16.5750,-1.17,8.32,7.42
16.5875,-1.14,8.29,7.42
16.6000,-1.12,8.37,7.42
16.6125,-1.17,8.43,7.42
16.6250,-1.14,8.37,7.42
16.6375,-1.20,8.40,7.39
16.6500,-1.12,8.34,7.36
16.6625,-1.14,8.37,7.36
16.6750,-1.14,8.51,7.39
16.6875,-1.14,8.43,7.39
16.7000,-1.12,8.46,7.39
16.7125,-1.06,8.43,7.34
16.7250,-1.06,8.40,7.36
16.7375,-1.14,8.43,7.34
16.7500,-1.12,8.46,7.31
16.7625,-1.09,8.48,7.36
16.7750,-1.06,8.48,7.34
16.7875,-1.06,8.43,7.36
16.8000,-1.06,8.40,7.36
16.8125,-1.06,8.43,7.36
16.8250,-1.03,8.37,7.36
16.8375,-1.12,8.37,7.42
16.8500,-1.03,8.37,7.39
16.8625,-1.06,8.40,7.36
16.8750,-1.09,8.46,7.39
16.8875,-1.09,8.43,7.42
16.9000,-1.06,8.43,7.42
16.9125,-1.09,8.40,7.39
16.9250,-1.09,8.40,7.42
16.9375,-1.09,8.46,7.42
16.9500,-1.03,8.46,7.42
16.9625,-1.06,8.48,7.42
16.9750,-1.12,8.43,7.39
16.9875,-1.12,8.43,7.39
17.0000,-1.09,8.40,7.34
17.0125,-1.09,8.34,7.31
17.0250,-1.09,8.37,7.28
17.0375,-1.12,8.46,7.28
17.0500,-1.00,8.46,7.25
17.0625,-1.03,8.54,7.25
17.0750,-1.03,8.48,7.22
17.0875,-1.06,8.37,7.25
17.1000,-1.12,8.37,7.28
17.1125,-1.09,8.46,7.25
17.1250,-1.06,8.51,7.25
17.1375,-1.06,8.51,7.28
17.1500,-1.09,8.43,7.31
17.1625,-1.12,8.48,7.28
17.1750,-1.09,8.46,7.28
17.1875,-1.12,8.43,7.34
17.2000,-1.06,8.48,7.34
17.2125,-1.03,8.48,7.31
17.2250,-1.00,8.48,7.31
17.2375,-0.98,8.54,7.36
17.2500,-0.98,8.60,7.39
17.2625,-1.03,8.68,7.42
17.2750,-0.98,8.65,7.45
17.2875,-1.06,8.60,7.42
17.3000,-1.03,8.57,7.45
17.3125,-0.95,8.54,7.48
17.3250,-1.00,8.54,7.45
17.3375,-0.95,8.57,7.48
17.3500,-0.95,8.51,7.50
17.3625,-1.00,8.51,7.53
17.3750,-0.98,8.51,7.53
17.3875,-0.98,8.46,7.48
17.4000,-1.00,8.46,7.50
17.4125,-1.00,8.51,7.50
17.4250,-1.09,8.54,7.45
17.4375,-1.06,8.54,7.45
17.4500,-1.03,8.51,7.42
17.4625,-1.06,8.51,7.39
17.4750,-0.98,8.54,7.39
17.4875,-1.00,8.51,7.36
17.5000,-1.03,8.54,7.34
17.5125,-0.98,8.54,7.34
17.5250,-0.98,8.57,7.28
17.5375,-0.98,8.54,7.25
17.5500,-0.95,8.51,7.25
17.5625,-0.98,8.51,7.22
17.5750,-0.95,8.51,7.20
17.5875,-0.95,8.46,7.22
17.6000,-0.92,8.43,7.17
17.6125,-0.92,8.46,7.20
17.6250,-0.95,8.57,7.20
17.6375,-0.86,8.51,7.22
17.6500,-0.95,8.48,7.25
17.6625,-1.03,8.48,7.25
17.6750,-1.00,8.48,7.31
17.6875,-1.03,8.57,7.34
17.7000,-1.00,8.54,7.28
17.7125,-1.00,8.40,7.36
17.7250,-1.00,8.34,7.36
17.7375,-1.00,8.40,7.50
17.7500,-1.06,8.65,7.45
17.7625,-1.12,8.62,7.34
17.7750,-1.03,8.37,7.45
17.7875,-1.14,8.23,7.42
17.8000,-1.09,8.15,7.36
17.8125,-1.17,8.37,7.45
17.8250,-1.14,8.51,7.45
17.8375,-0.95,8.34,7.42
17.8500,-1.00,8.40,7.45
17.8625,-1.03,8.54,7.50
17.8750,-1.03,8.48,7.45
17.8875,-1.03,8.26,7.48
17.9000,-1.03,8.29,7.50
17.9125,-1.00,8.48,7.45
17.9250,-0.98,8.51,7.42
17.9375,-0.89,8.46,7.42
17.9500,-0.95,8.37,7.42
17.9625,-0.89,8.32,7.36
17.9750,-0.95,8.37,7.39
17.9875,-0.92,8.43,7.39
18.0000,-0.84,8.43,7.36
18.0125,-0.89,8.34,7.34
18.0250,-1.00,8.29,7.36
18.0375,-1.09,8.40,7.45
18.0500,-1.17,8.60,7.53
18.0625,-1.20,8.62,7.67
18.0750,-1.17,8.60,7.67
18.0875,-0.92,8.57,7.62
18.1000,-0.67,8.57,7.45
18.1125,-0.56,8.57,7.39
18.1250,-0.53,8.51,7.34
18.1375,-0.56,8.43,7.25
18.1500,-0.78,8.40,7.20
18.1625,-0.92,8.32,7.20
18.1750,-1.00,8.26,7.28
18.1875,-1.03,8.29,7.28
18.2000,-1.12,8.37,7.42
18.2125,-1.03,8.65,7.48
18.2250,-0.95,8.85,7.50
18.2375,-0.92,8.93,7.48
18.2500,-0.81,8.76,7.48
18.2625,-0.81,8.62,7.42
18.2750,-0.89,8.60,7.45
18.2875,-0.89,8.48,7.39
18.3000,-0.95,8.32,7.45
18.3125,-1.00,8.29,7.53
18.3250,-0.95,8.23,7.42
18.3375,-0.89,8.15,7.39
18.3500,-0.98,8.09,7.39
18.3625,-1.12,8.29,7.48
18.3750,-1.09,8.65,7.48
18.3875,-0.95,8.79,7.53
18.4000,-0.89,8.68,7.48
18.4125,-0.78,8.51,7.42
18.4250,-0.61,8.51,7.36
18.4375,-0.53,8.60,7.28
18.4500,-0.67,8.62,7.22
18.4625,-0.75,8.48,7.22
18.4750,-0.86,8.46,7.22
18.4875,-0.95,8.48,7.22
18.5000,-0.95,8.43,7.28
18.5125,-1.12,8.34,7.36
18.5250,-0.89,8.51,7.36
18.5375,-0.95,8.60,7.42
18.5500,-1.00,8.48,7.39
18.5625,-0.98,8.48,7.48
18.5750,-0.84,8.60,7.48
18.5875,-0.72,8.71,7.45
18.6000,-0.81,8.71,7.48
18.6125,-0.81,8.54,7.48
18.6250,-0.72,8.37,7.48
18.6375,-0.72,8.40,7.45
18.6500,-0.72,8.40,7.39
18.6625,-0.78,8.46,7.36
18.6750,-0.86,8.40,7.42
18.6875,-0.89,8.34,7.45
18.7000,-0.98,8.51,7.50
18.7125,-1.00,8.65,7.53
18.7250,-0.95,8.65,7.48
18.7375,-0.86,8.48,7.42
18.7500,-0.70,8.34,7.39
18.7625,-0.75,8.43,7.34
18.7750,-0.89,8.57,7.36
18.7875,-0.89,8.51,7.36
18.8000,-0.81,8.46,7.39
18.8125,-0.81,8.54,7.39
18.8250,-0.89,8.57,7.36
18.8375,-0.92,8.48,7.36
18.8500,-0.84,8.43,7.39
18.8625,-0.92,8.51,7.39
18.8750,-0.95,8.48,7.36
18.8875,-0.86,8.40,7.39
18.9000,-0.81,8.48,7.39
18.9125,-0.89,8.54,7.42
18.9250,-0.92,8.48,7.39
18.9375,-0.86,8.43,7.42
18.9500,-0.86,8.54,7.45
18.9625,-0.92,8.71,7.45
18.9750,-0.89,8.65,7.45
18.9875,-0.84,8.57,7.48
19.0000,-0.75,8.51,7.39
19.0125,-0.70,8.40,7.36
19.0250,-0.72,8.43,7.36
19.0375,-0.75,8.54,7.36
19.0500,-0.81,8.48,7.31
19.0625,-0.86,8.48,7.31
19.0750,-0.86,8.48,7.28
19.0875,-0.86,8.46,7.31
19.1000,-0.84,8.48,7.31
19.1125,-0.81,8.46,7.34
19.1250,-0.92,8.43,7.34
19.1375,-0.98,8.48,7.42
19.1500,-0.92,8.51,7.42
19.1625,-0.95,8.54,7.42
19.1750,-0.92,8.48,7.39
