"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration"
0.6750,-2.49,8.62,6.75
0.6875,-2.52,8.60,6.72
0.7000,-2.43,8.54,6.75
0.7125,-2.18,8.60,6.72
0.7250,-1.84,8.62,6.69
0.7375,-1.65,8.71,6.69
0.7500,-1.51,8.76,6.78
0.7625,-1.62,8.82,6.80
0.7750,-1.82,8.88,6.89
0.7875,-1.96,8.79,6.97
0.8000,-2.10,8.60,7.08
0.8125,-2.26,8.57,7.17
0.8250,-2.38,8.48,7.31
0.8375,-2.40,8.54,7.28
0.8500,-2.32,8.48,7.31
0.8625,-2.35,8.48,7.34
0.8750,-2.43,8.48,7.31
0.8875,-2.29,8.37,7.36
0.9000,-2.15,8.32,7.31
0.9125,-2.15,8.26,7.28
0.9250,-2.01,8.12,7.20
0.9375,-1.87,7.95,7.08
0.9500,-1.79,7.95,6.92
0.9625,-1.84,7.90,6.80
0.9750,-1.79,7.90,6.64
0.9875,-1.76,7.98,6.55
1.0000,-1.65,8.09,6.50
1.0125,-1.40,8.29,6.55
1.0250,-1.28,8.48,6.61
1.0375,-1.03,8.85,6.64
1.0500,-1.12,9.32,6.72
1.0625,-1.54,9.58,6.92
1.0750,-1.82,9.38,7.22
1.0875,-1.87,9.27,7.22
1.1000,-1.90,9.52,7.22
1.1125,-1.68,9.52,7.42
1.1250,-1.48,9.38,7.45
1.1375,-1.56,9.49,7.56
1.1500,-1.96,9.77,7.70
1.1625,-2.43,9.86,7.84
1.1750,-2.71,9.80,7.81
1.1875,-2.96,9.16,7.62
1.2000,-3.22,8.20,7.42
1.2125,-3.19,7.78,7.14
1.2250,-3.22,8.15,6.80
1.2375,-3.33,8.57,6.52
1.2500,-3.33,8.54,6.33
1.2625,-3.38,8.40,6.13
1.2750,-3.55,8.34,5.88
1.2875,-3.38,8.29,5.74
1.3000,-3.19,8.09,5.41
1.3125,-3.10,7.84,5.04
1.3250,-2.85,7.87,4.82
1.3375,-2.91,7.87,4.51
1.3500,-2.88,7.78,4.34
1.3625,-2.96,7.70,4.34
1.3750,-2.96,7.53,4.23
1.3875,-2.88,7.25,4.17
1.4000,-2.77,6.75,3.98
1.4125,-2.57,6.05,3.84
1.4250,-2.40,5.41,3.59
1.4375,-2.46,4.76,3.39
1.4500,-2.38,4.12,3.22
1.4625,-2.15,3.59,3.03
1.4750,-1.98,3.25,2.91
1.4875,-1.70,3.14,2.72
1.5000,-1.51,3.17,2.77
1.5125,-1.26,3.47,3.03
1.5250,-1.20,3.95,3.31
1.5375,-1.34,4.62,3.56
1.5500,-1.59,5.55,4.06
1.5625,-1.84,6.75,4.68
1.5750,-2.21,8.32,5.43
1.5875,-2.77,10.30,6.30
1.6000,-3.97,12.49,7.34
1.6125,-6.10,14.67,8.60
1.6250,-9.32,17.22,10.11
1.6375,-13.21,19.76,11.84
1.6500,-16.48,21.56,13.49
1.6625,-18.36,22.48,15.43
1.6750,-18.13,23.96,17.36
1.6875,-16.96,25.67,18.76
1.7000,-15.22,27.07,19.40
1.7125,-13.26,28.05,19.51
1.7250,-11.95,28.41,18.73
1.7375,-10.97,26.96,17.44
1.7500,-9.71,23.49,15.31
1.7625,-7.67,19.57,12.93
1.7750,-5.76,15.59,10.75
1.7875,-4.42,11.06,8.09
1.8000,-2.57,6.66,5.41
1.8125,-0.61,2.80,2.83
1.8250,0.81,0.11,0.65
1.8375,1.96,-2.07,-1.23
1.8500,3.56,-3.36,-2.10
1.8625,4.40,-3.16,-1.93
1.8750,4.45,-1.42,-1.34
1.8875,3.45,0.59,-1.03
1.9000,2.52,1.29,-0.75
1.9125,1.96,0.98,-0.47
1.9250,1.57,0.84,-0.25
1.9375,1.09,0.87,-0.05
1.9500,0.53,1.01,0.06
1.9625,-0.28,1.09,0.31
1.9750,-0.95,0.84,0.56
1.9875,-0.95,0.17,0.81
2.0000,-0.58,-0.17,0.98
2.0125,-0.28,0.09,1.15
2.0250,-0.39,1.07,1.43
2.0375,-0.44,1.79,1.51
2.0500,-0.53,1.74,1.57
2.0625,-0.11,1.43,1.51
2.0750,0.14,0.81,1.37
2.0875,0.25,0.48,1.29
2.1000,0.28,0.51,1.09
2.1125,0.31,0.31,0.87
2.1250,0.45,0.20,0.76
2.1375,0.62,0.17,0.59
2.1500,0.73,0.42,0.48
2.1625,0.65,0.70,0.37
2.1750,0.53,0.87,0.20
2.1875,0.34,1.01,0.03
2.2000,0.23,1.37,0.06
2.2125,0.28,2.24,0.48
2.2250,0.90,3.89,1.77
2.2375,1.82,7.06,3.81
2.2500,2.13,11.45,5.82
2.2625,0.42,16.18,7.76
2.2750,-2.96,19.43,10.42
2.2875,-6.97,21.36,13.91
2.3000,-11.14,25.00,16.49
2.3125,-16.04,27.52,16.66
2.3250,-19.70,28.33,16.74
2.3375,-19.42,27.01,16.77
2.3500,-16.18,23.04,16.55
2.3625,-13.07,19.85,16.21
2.3750,-11.05,18.95,15.99
2.3875,-9.15,18.06,15.20
2.4000,-8.20,18.06,14.25
2.4125,-6.27,16.24,13.19
2.4250,-5.01,14.59,12.07
2.4375,-3.52,12.35,10.72
2.4500,-2.46,10.67,9.52
2.4625,-1.76,9.69,8.43
2.4750,-1.34,9.35,7.59
2.4875,-1.26,9.18,6.86
2.5000,-1.37,8.82,6.27
2.5125,-1.54,8.18,5.66
2.5250,-1.76,7.22,5.15
2.5375,-2.01,6.24,4.71
2.5500,-2.26,5.43,4.29
2.5625,-2.32,4.82,4.01
2.5750,-2.04,4.34,3.78
2.5875,-1.59,4.17,3.59
2.6000,-1.06,4.15,3.56
2.6125,-0.56,4.06,3.50
2.6250,-0.28,3.67,3.45
2.6375,-0.25,3.17,3.67
2.6500,-0.56,2.72,4.03
2.6625,-0.81,2.72,4.26
2.6750,-1.12,3.31,4.54
2.6875,-1.45,4.71,5.04
2.7000,-1.65,5.91,5.66
2.7125,-2.12,6.61,6.27
2.7250,-2.71,7.00,6.97
2.7375,-3.64,7.08,7.59
2.7500,-4.25,6.58,8.20
2.7625,-3.97,6.69,8.51
2.7750,-3.13,7.92,9.02
2.7875,-2.91,9.60,9.44
2.8000,-3.47,10.64,9.74
2.8125,-3.92,10.86,10.05
2.8250,-3.92,10.39,10.08
2.8375,-3.69,9.60,9.86
2.8500,-3.64,9.24,9.63
2.8625,-3.61,9.07,9.27
2.8750,-3.33,9.07,8.93
2.8875,-2.88,9.24,8.65
2.9000,-2.43,8.99,8.34
2.9125,-2.12,8.71,8.01
2.9250,-1.84,8.43,7.87
2.9375,-1.48,8.20,7.62
2.9500,-1.23,7.98,7.56
2.9625,-0.95,7.84,7.48
2.9750,-0.50,8.01,7.42
2.9875,0.03,8.29,7.22
3.0000,0.65,8.85,7.00
3.0125,0.81,9.04,6.86
3.0250,0.81,9.04,6.83
3.0375,1.01,8.79,6.66
3.0500,1.29,8.71,6.38
3.0625,1.40,8.85,6.16
3.0750,1.43,9.30,5.96
3.0875,1.74,9.72,5.55
3.1000,2.16,9.91,5.27
3.1125,2.30,9.97,5.01
3.1250,2.21,10.02,4.59
3.1375,2.24,9.91,4.23
3.1500,2.77,9.86,3.67
3.1625,3.42,9.88,3.17
3.1750,3.89,9.97,2.58
3.1875,4.23,9.94,2.07
3.2000,4.76,9.91,1.65
3.2125,5.13,10.19,1.51
3.2250,4.90,10.72,1.57
3.2375,4.37,11.45,1.85
3.2500,2.86,11.79,2.30
3.2625,1.71,10.86,2.47
3.2750,1.09,9.55,2.47
3.2875,0.62,10.00,2.58
3.3000,-0.11,12.23,2.80
3.3125,-1.45,13.94,2.97
3.3250,-2.57,13.89,2.77
3.3375,-3.10,13.61,2.72
3.3500,-4.56,13.89,2.35
3.3625,-6.80,14.59,2.07
3.3750,-8.23,14.92,1.77
3.3875,-9.09,14.70,0.90
3.4000,-10.02,14.31,0.25
3.4125,-10.66,12.49,-0.14
3.4250,-10.86,10.36,-0.50
3.4375,-11.08,9.38,-0.53
3.4500,-12.17,8.65,0.00
3.4625,-12.93,8.88,0.84
3.4750,-13.04,8.76,1.77
3.4875,-12.98,8.09,2.16
3.5000,-12.84,7.95,2.63
3.5125,-12.90,8.09,2.94
3.5250,-12.76,8.82,3.33
3.5375,-12.31,10.08,3.89
3.5500,-12.09,11.34,4.57
3.5625,-11.61,12.07,5.27
3.5750,-11.17,12.60,5.57
3.5875,-10.52,12.79,5.66
3.6000,-9.99,12.57,5.60
3.6125,-9.29,12.46,5.68
3.6250,-8.59,12.54,5.74
3.6375,-7.83,12.26,5.85
3.6500,-8.79,9.74,4.17
3.6625,-11.47,5.01,5.46
3.6750,-9.54,3.05,7.84
3.6875,-4.81,5.91,7.73
3.7000,-0.39,6.80,6.16
3.7125,-1.34,6.92,5.85
3.7250,-4.73,7.48,5.66
3.7375,-4.98,5.85,4.85
3.7500,-4.17,2.58,4.12
3.7625,-2.60,0.98,3.56
3.7750,-2.46,1.57,3.39
3.7875,-2.04,4.15,2.80
3.8000,-2.49,3.36,2.52
3.8125,-2.32,1.46,2.49
3.8250,-2.71,1.04,2.75
3.8375,-2.91,0.93,2.77
3.8500,-3.50,0.84,2.77
3.8625,-4.11,1.09,2.83
3.8750,-4.53,1.51,3.25
3.8875,-4.90,0.98,3.73
3.9000,-4.95,0.06,4.26
3.9125,-5.29,0.00,4.65
3.9250,-6.29,1.21,5.10
3.9375,-7.67,2.49,5.91
3.9500,-9.82,3.33,7.14
3.9625,-11.53,4.12,9.69
3.9750,-13.04,6.80,12.65
3.9875,-16.09,9.24,15.90
4.0000,-19.39,11.39,19.04
4.0125,-21.83,14.45,21.33
4.0250,-24.46,16.63,21.84
4.0375,-29.44,19.12,21.44
4.0500,-34.29,20.52,20.02
4.0625,-34.40,22.31,17.72
4.0750,-32.55,24.97,13.35
4.0875,-31.57,24.13,6.08
4.1000,-28.38,19.46,-4.25
4.1125,-23.09,15.93,-4.76
4.1250,-24.60,19.06,-0.78
4.1375,-26.31,17.75,2.58
4.1500,-26.67,2.75,7.81
4.1625,-37.28,4.29,5.43
4.1750,-35.46,15.65,8.62
4.1875,-42.54,2.13,10.00
4.2000,-48.73,14.08,-3.61
4.2125,-42.60,24.05,-18.50
4.2250,-31.46,2.38,-15.00
4.2375,-24.52,-8.53,-9.77
4.2500,-17.77,12.93,-10.16
4.2625,-10.10,26.62,-11.45
4.2750,-7.27,22.54,-8.95
4.2875,-5.88,18.59,-4.92
4.3000,-1.51,17.69,-2.80
4.3125,0.81,17.22,-3.02
4.3250,1.23,19.23,-3.92
4.3375,1.93,16.18,-3.55
4.3500,2.05,10.92,-1.12
4.3625,3.33,10.53,1.29
4.3750,4.01,11.62,3.33
4.3875,3.56,10.56,4.99
4.4000,2.94,9.04,7.08
4.4125,2.52,7.39,8.40
4.4250,2.58,6.64,9.46
4.4375,2.44,6.33,10.11
4.4500,2.47,5.49,11.53
4.4625,2.66,4.20,12.54
4.4750,2.72,3.31,12.63
4.4875,1.71,2.44,13.02
4.5000,1.40,1.21,13.24
4.5125,0.31,0.90,14.14
4.5250,1.07,0.70,14.03
4.5375,1.63,0.62,13.86
4.5500,1.23,-0.08,13.49
4.5625,0.25,-0.61,14.39
4.5750,0.37,-1.28,14.22
4.5875,1.23,-0.58,13.75
4.6000,1.54,-0.25,13.61
4.6125,0.87,-0.67,13.16
4.6250,-0.14,-1.54,13.35
4.6375,0.31,-1.76,13.05
4.6500,0.42,-0.56,12.96
4.6625,0.59,-0.25,12.54
4.6750,-0.03,-0.78,12.77
4.6875,0.17,-1.26,12.15
4.7000,-0.17,-0.81,12.46
4.7125,-0.05,-0.70,12.29
4.7250,-0.47,-0.98,12.91
4.7375,-0.81,-1.42,13.02
4.7500,-0.84,-1.48,12.91
4.7625,-1.14,-1.45,13.30
4.7750,-1.48,-1.79,13.30
4.7875,-1.54,-1.42,13.38
4.8000,-1.37,-0.53,13.21
4.8125,-1.31,0.06,12.32
4.8250,-1.31,0.23,11.90
4.8375,-0.92,0.79,10.64
4.8500,-1.93,2.63,11.98
4.8625,-1.28,2.94,9.97
4.8750,-1.17,3.08,8.85
4.8875,-0.22,3.95,7.36
4.9000,-0.36,4.23,6.16
4.9125,-0.58,4.48,5.91
4.9250,-1.00,4.54,5.77
4.9375,-1.00,5.91,5.10
4.9500,-0.72,7.03,4.23
4.9625,-0.95,7.00,3.31
4.9750,-1.06,6.16,3.14
4.9875,-1.48,4.57,3.45
5.0000,-2.07,3.22,3.75
5.0125,-3.02,2.13,4.26
5.0250,-3.80,1.21,3.84
5.0375,-4.08,1.35,3.70
5.0500,-3.64,2.16,3.25
5.0625,-2.99,1.82,3.11
5.0750,-3.05,1.49,3.64
5.0875,-3.05,2.30,4.87
5.1000,-3.58,3.47,5.85
5.1125,-5.18,4.15,6.19
5.1250,-6.74,4.68,6.30
5.1375,-7.83,3.87,5.80
5.1500,-8.93,1.96,5.85
5.1625,-10.41,0.70,6.75
5.1750,-12.31,1.35,8.32
5.1875,-13.85,2.61,7.36
5.2000,-14.66,3.47,7.48
5.2125,-13.99,3.89,7.31
5.2250,-13.85,3.14,6.19
5.2375,-14.92,2.94,6.02
5.2500,-16.93,3.19,7.81
5.2625,-17.77,3.81,8.09
5.2750,-18.64,3.89,7.06
5.2875,-18.39,4.09,7.11
5.3000,-17.55,4.01,6.30
5.3125,-17.69,3.89,6.19
5.3250,-18.55,4.45,6.80
5.3375,-18.89,5.49,6.92
5.3500,-19.79,5.57,6.78
5.3625,-19.06,4.96,6.36
5.3750,-18.33,4.06,5.41
5.3875,-17.35,2.80,4.85
5.4000,-16.48,2.05,4.37
5.4125,-15.90,1.71,4.31
5.4250,-15.64,2.19,4.40
5.4375,-15.25,2.91,4.15
5.4500,-14.92,3.17,3.73
5.4625,-14.47,3.11,3.17
5.4750,-14.05,2.33,2.63
5.4875,-13.29,1.15,2.41
5.5000,-12.26,0.37,2.30
5.5125,-11.19,0.11,2.41
5.5250,-10.24,0.37,2.49
5.5375,-9.71,0.70,2.44
5.5500,-9.74,0.98,2.35
5.5625,-9.65,1.15,2.33
5.5750,-9.01,1.12,2.41
5.5875,-8.28,1.12,2.47
5.6000,-7.86,0.93,2.61
5.6125,-7.58,0.70,2.69
5.6250,-7.19,0.59,2.66
5.6375,-6.85,0.59,2.69
5.6500,-6.55,0.81,2.77
5.6625,-6.24,1.09,2.80
5.6750,-6.01,1.51,2.77
5.6875,-5.93,2.02,2.72
5.7000,-5.88,2.52,2.66
5.7125,-6.04,2.77,2.55
5.7250,-6.27,2.86,2.47
5.7375,-6.35,3.05,2.44
5.7500,-6.41,3.22,2.41
5.7625,-6.60,3.42,2.41
5.7750,-6.85,3.56,2.44
5.7875,-7.16,3.75,2.47
5.8000,-7.55,4.09,2.49
5.8125,-7.89,4.37,2.58
5.8250,-8.25,4.59,2.72
5.8375,-8.56,4.82,2.94
5.8500,-8.79,5.15,3.14
5.8625,-9.07,5.55,3.36
5.8750,-9.37,6.02,3.47
5.8875,-9.65,6.41,3.56
5.9000,-9.82,6.36,3.47
5.9125,-9.74,6.22,3.70
5.9250,-9.88,5.96,3.59
5.9375,-9.91,5.85,3.53
5.9500,-9.63,5.96,3.67
5.9625,-9.35,6.41,3.73
5.9750,-9.26,6.94,3.73
5.9875,-9.26,7.59,3.75
6.0000,-9.09,7.76,3.70
6.0125,-9.49,7.50,3.70
6.0250,-9.71,6.69,3.45
6.0375,-10.10,6.05,3.25
6.0500,-10.41,5.49,2.94
6.0625,-10.44,4.62,2.91
6.0750,-10.49,4.06,2.89
6.0875,-10.44,3.92,2.91
6.1000,-10.35,4.23,3.03
6.1125,-10.38,4.93,3.17
6.1250,-10.44,5.63,3.33
6.1375,-10.58,6.05,3.45
6.1500,-10.72,6.16,3.59
6.1625,-10.75,6.02,3.67
6.1750,-10.63,5.91,3.84
6.1875,-10.19,5.68,3.92
6.2000,-9.54,5.35,4.12
6.2125,-8.93,5.07,4.37
6.2250,-8.28,5.04,4.51
6.2375,-7.97,5.21,4.71
6.2500,-7.55,5.15,4.62
6.2625,-7.30,5.13,4.62
6.2750,-7.19,5.13,4.82
6.2875,-7.22,5.15,4.87
6.3000,-7.19,4.85,4.82
6.3125,-7.36,4.23,4.96
6.3250,-7.53,3.64,5.13
6.3375,-7.64,3.33,5.15
6.3500,-7.86,3.36,5.24
6.3625,-8.17,3.56,5.27
6.3750,-8.48,3.78,5.24
6.3875,-8.73,3.75,5.27
6.4000,-8.98,3.67,5.46
6.4125,-8.95,3.47,5.63
6.4250,-9.04,3.28,5.99
6.4375,-8.95,3.03,6.30
6.4500,-8.81,2.75,6.38
6.4625,-8.73,2.61,6.52
6.4750,-8.65,2.49,6.52
6.4875,-8.51,2.27,6.58
6.5000,-8.39,2.24,6.58
6.5125,-8.17,2.41,6.44
6.5250,-8.03,2.41,6.30
6.5375,-7.97,2.21,6.16
6.5500,-7.86,1.99,5.99
6.5625,-7.92,1.93,5.88
6.5750,-8.03,1.88,5.71
6.5875,-8.17,1.68,5.66
6.6000,-8.31,1.57,5.71
6.6125,-8.45,1.60,5.71
6.6250,-8.45,1.63,5.74
6.6375,-8.48,1.63,5.74
6.6500,-8.59,1.74,5.77
6.6625,-8.62,1.82,5.68
6.6750,-8.81,1.93,5.80
6.6875,-8.73,1.91,5.63
6.7000,-8.90,1.91,5.85
6.7125,-8.93,1.82,5.85
6.7250,-8.90,1.88,5.96
6.7375,-8.81,1.88,6.02
6.7500,-8.62,1.91,6.05
6.7625,-8.31,1.93,6.02
6.7750,-8.00,1.82,5.96
6.7875,-7.89,1.91,6.05
6.8000,-7.75,2.05,6.02
6.8125,-7.72,2.10,6.05
6.8250,-7.64,2.19,6.02
6.8375,-7.61,2.16,5.94
6.8500,-7.69,1.88,5.99
6.8625,-8.00,1.91,5.99
6.8750,-8.09,2.13,5.88
6.8875,-7.89,2.13,5.99
6.9000,-8.65,1.77,6.02
6.9125,-9.23,1.96,5.96
6.9250,-9.12,2.66,6.24
6.9375,-8.79,3.19,6.38
6.9500,-8.73,3.22,6.61
6.9625,-8.59,3.14,6.89
6.9750,-8.45,3.03,7.20
6.9875,-8.31,2.69,7.22
7.0000,-7.81,2.30,7.20
7.0125,-7.02,2.13,7.25
7.0250,-6.49,2.72,7.34
7.0375,-6.21,4.29,7.48
7.0500,-5.96,5.96,7.42
7.0625,-5.79,7.11,7.42
7.0750,-5.60,7.11,7.20
7.0875,-5.23,6.19,7.06
7.1000,-4.62,4.90,7.00
7.1125,-3.94,4.26,6.94
7.1250,-3.41,5.04,7.00
7.1375,-3.80,6.92,7.03
7.1500,-4.67,8.51,6.97
7.1625,-5.37,9.18,6.97
7.1750,-5.85,8.65,6.94
7.1875,-5.99,7.20,6.80
7.2000,-5.88,5.82,6.64
7.2125,-5.62,5.38,6.33
7.2250,-5.29,6.05,6.13
7.2375,-5.09,7.11,5.99
7.2500,-5.15,8.01,6.02
7.2625,-5.18,8.37,6.08
7.2750,-5.15,8.04,6.13
7.2875,-5.26,7.42,6.22
7.3000,-5.46,6.78,6.22
7.3125,-5.60,6.50,6.19
7.3250,-5.57,6.41,6.08
7.3375,-5.57,6.47,5.94
7.3500,-5.46,6.66,5.88
7.3625,-5.23,6.94,5.85
7.3750,-4.98,7.11,5.80
7.3875,-4.78,7.25,5.88
7.4000,-4.70,7.42,5.94
7.4125,-4.64,7.53,5.94
7.4250,-4.73,7.64,5.94
7.4375,-4.90,7.76,5.91
7.4500,-5.18,7.84,5.88
7.4625,-5.43,7.90,5.82
7.4750,-5.57,7.87,5.88
7.4875,-5.74,7.84,5.88
7.5000,-5.90,7.70,5.82
7.5125,-5.93,7.59,5.85
7.5250,-5.93,7.53,5.88
7.5375,-5.85,7.45,5.91
7.5500,-5.74,7.36,5.96
7.5625,-5.76,7.39,6.05
7.5750,-5.74,7.42,6.16
7.5875,-5.71,7.36,6.27
7.6000,-5.76,7.45,6.41
7.6125,-5.88,7.50,6.47
7.6250,-6.01,7.59,6.52
7.6375,-6.27,7.64,6.61
7.6500,-6.38,7.70,6.75
7.6625,-6.57,7.95,6.89
7.6750,-6.99,8.15,7.14
7.6875,-7.36,8.40,7.28
7.7000,-7.78,8.46,7.28
7.7125,-8.11,8.12,7.20
7.7250,-8.20,7.59,7.11
7.7375,-7.86,7.11,7.06
7.7500,-7.50,6.94,7.08
7.7625,-7.19,6.97,7.11
7.7750,-7.05,7.11,7.06
7.7875,-6.97,7.08,6.94
7.8000,-6.71,6.55,6.86
7.8125,-6.21,5.74,6.75
7.8250,-5.57,5.13,6.69
7.8375,-5.12,4.71,6.69
7.8500,-4.76,4.62,6.72
7.8625,-4.48,4.71,6.66
7.8750,-4.34,4.65,6.66
7.8875,-4.28,4.51,6.66
7.9000,-4.20,4.23,6.64
7.9125,-4.28,4.09,6.80
7.9250,-4.78,4.01,6.86
7.9375,-5.09,3.95,6.69
7.9500,-5.60,4.23,6.83
7.9625,-6.01,4.54,6.72
7.9750,-6.04,4.51,6.72
7.9875,-6.04,4.40,6.80
8.0000,-6.04,4.45,6.92
8.0125,-5.93,4.43,6.89
8.0250,-5.82,4.40,6.89
8.0375,-5.62,4.34,7.03
8.0500,-5.40,4.34,7.17
8.0625,-5.12,4.51,7.42
8.0750,-4.92,4.87,7.64
8.0875,-4.81,5.07,7.81
8.1000,-4.78,5.10,7.92
8.1125,-4.73,4.96,7.98
8.1250,-4.64,4.82,7.95
8.1375,-4.73,4.73,7.92
8.1500,-4.73,4.87,7.90
8.1625,-4.81,4.93,7.73
8.1750,-4.98,5.13,7.62
8.1875,-5.23,5.15,7.36
8.2000,-5.51,5.13,7.17
8.2125,-5.76,5.18,7.06
8.2250,-5.96,5.27,6.92
8.2375,-6.24,5.29,6.83
8.2500,-6.52,5.29,6.58
8.2625,-6.74,5.27,6.41
8.2750,-7.05,5.18,6.05
8.2875,-7.05,4.93,5.80
8.3000,-6.94,4.93,5.68
8.3125,-6.83,5.21,5.63
8.3250,-6.74,5.38,5.52
8.3375,-6.77,5.55,5.49
8.3500,-6.85,5.71,5.55
8.3625,-7.08,5.85,5.63
8.3750,-7.50,6.08,5.71
8.3875,-7.95,6.27,5.74
8.4000,-8.14,6.22,5.74
8.4125,-8.20,6.05,5.77
8.4250,-7.97,6.02,5.77
8.4375,-7.58,5.99,5.77
8.4500,-7.33,6.10,5.77
8.4625,-7.19,6.36,5.85
8.4750,-7.11,6.55,5.82
8.4875,-7.05,6.83,5.82
8.5000,-7.08,6.94,5.88
8.5125,-7.02,6.78,5.74
8.5250,-7.05,6.52,5.63
8.5375,-6.85,6.33,5.52
8.5500,-6.80,6.24,5.43
8.5625,-6.85,6.44,5.46
8.5750,-6.69,6.83,5.46
8.5875,-6.57,6.97,5.38
8.6000,-6.52,6.94,5.38
8.6125,-6.32,6.66,5.38
8.6250,-6.13,6.50,5.32
8.6375,-6.01,6.47,5.41
8.6500,-5.96,6.52,5.35
8.6625,-6.01,6.61,5.41
8.6750,-6.07,6.86,5.49
8.6875,-6.13,7.20,5.57
8.7000,-6.18,7.34,5.63
8.7125,-6.29,7.39,5.66
8.7250,-6.29,7.20,5.71
8.7375,-6.35,6.97,5.88
8.7500,-6.38,6.78,5.85
8.7625,-6.24,6.80,5.82
8.7750,-5.99,7.20,5.77
8.7875,-5.82,7.53,5.77
8.8000,-5.54,7.73,5.85
8.8125,-5.29,7.81,5.80
8.8250,-4.98,7.90,5.96
8.8375,-4.87,7.87,6.08
8.8500,-4.84,7.62,6.02
8.8625,-4.56,7.48,6.05
8.8750,-4.48,7.84,6.19
8.8875,-4.45,8.37,6.38
8.9000,-4.39,8.54,6.55
8.9125,-3.92,8.26,6.50
8.9250,-3.44,7.76,6.52
8.9375,-3.22,7.70,6.52
8.9500,-3.16,8.06,6.58
8.9625,-3.30,8.68,6.64
8.9750,-3.16,9.04,6.69
8.9875,-2.82,8.79,6.75
9.0000,-2.26,8.43,6.89
9.0125,-1.90,8.15,6.86
9.0250,-1.68,8.04,6.86
9.0375,-1.51,8.01,6.97
9.0500,-1.51,7.92,7.00
9.0625,-0.89,8.71,7.06
9.0750,-0.33,9.02,7.25
9.0875,0.00,8.54,7.08
9.1000,0.03,8.20,6.86
9.1125,-0.08,8.18,7.11
9.1250,-0.11,8.09,7.17
9.1375,-0.25,7.81,7.22
9.1500,-0.22,7.73,7.17
9.1625,-0.36,7.56,6.86
9.1750,-0.78,7.39,7.11
9.1875,-1.09,7.98,7.08
9.2000,-1.17,8.43,6.94
9.2125,-1.26,8.60,7.08
9.2250,-1.42,8.90,7.20
9.2375,-1.73,9.52,7.17
9.2500,-1.73,9.86,7.17
9.2625,-1.68,10.05,7.28
9.2750,-1.79,10.30,7.39
9.2875,-2.21,10.42,7.36
9.3000,-2.60,9.58,7.08
9.3125,-2.57,8.62,6.94
9.3250,-2.49,8.09,6.89
9.3375,-2.38,8.06,6.92
9.3500,-2.10,8.43,6.86
9.3625,-1.70,8.99,6.94
9.3750,-1.40,9.46,6.92
9.3875,-1.17,9.30,7.06
9.4000,-0.92,8.74,7.20
9.4125,-1.03,8.46,7.25
9.4250,-1.09,8.40,7.36
9.4375,-0.98,8.29,7.36
9.4500,-0.78,8.26,7.28
9.4625,-0.53,8.40,7.22
9.4750,-0.53,8.51,7.42
9.4875,-0.58,8.85,7.34
9.5000,-0.50,8.99,7.22
9.5125,-0.53,8.37,7.22
9.5250,-0.53,7.95,7.20
9.5375,-0.61,8.12,7.25
9.5500,-0.64,8.60,7.31
9.5625,-0.61,8.93,7.20
9.5750,-0.67,8.88,7.25
9.5875,-0.56,8.90,7.25
9.6000,-0.39,9.02,7.20
9.6125,-0.25,8.99,7.17
9.6250,-0.19,9.04,7.14
9.6375,-0.39,9.10,7.17
9.6500,-0.47,8.99,7.11
9.6625,-0.50,8.79,7.14
