"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration"
9.6750,-0.70,8.54,7.22
9.6875,-0.72,8.29,7.20
9.7000,-0.61,8.32,7.25
9.7125,-0.44,8.65,7.20
9.7250,-0.44,8.90,7.14
9.7375,-0.47,9.13,7.08
9.7500,-0.56,9.10,7.08
9.7625,-0.58,9.04,7.11
9.7750,-0.58,9.04,7.14
9.7875,-0.58,8.96,7.14
9.8000,-0.64,8.88,7.17
9.8125,-0.67,8.85,7.17
9.8250,-0.58,8.79,7.14
9.8375,-0.56,8.82,7.14
9.8500,-0.58,8.93,7.17
9.8625,-0.58,8.93,7.17
9.8750,-0.56,8.79,7.14
9.8875,-0.50,8.74,7.14
9.9000,-0.39,8.74,7.11
9.9125,-0.33,8.82,7.08
9.9250,-0.36,8.79,7.11
9.9375,-0.36,8.88,7.08
9.9500,-0.39,8.93,7.08
9.9625,-0.39,8.88,7.08
9.9750,-0.44,8.85,7.06
9.9875,-0.50,8.82,7.06
10.0000,-0.53,8.71,7.08
10.0125,-0.47,8.68,7.11
10.0250,-0.47,8.71,7.08
10.0375,-0.47,8.79,7.11
10.0500,-0.58,8.88,7.14
10.0625,-0.86,8.82,7.28
10.0750,-0.86,8.76,7.42
10.0875,-0.89,8.96,7.39
10.1000,-0.89,9.10,7.31
10.1125,-0.86,8.65,7.17
10.1250,-0.75,8.15,7.22
10.1375,-0.81,8.23,7.28
10.1500,-0.86,8.71,7.34
10.1625,-0.61,8.82,7.39
10.1750,-0.39,8.74,7.28
10.1875,-0.33,8.85,7.25
10.2000,-0.39,8.74,7.22
10.2125,-0.39,8.57,7.22
10.2250,-0.28,8.43,7.20
10.2375,-0.39,8.54,7.22
10.2500,-0.39,8.68,7.20
10.2625,-0.36,8.79,7.17
10.2750,-0.36,8.82,7.14
10.2875,-0.30,8.71,7.20
10.3000,-0.33,8.60,7.11
10.3125,-0.42,8.62,7.03
10.3250,-0.42,8.71,7.06
10.3375,-0.42,8.68,7.08
10.3500,-0.30,8.62,7.06
10.3625,-0.28,8.71,7.08
10.3750,-0.39,8.82,7.14
10.3875,-0.44,8.90,7.22
10.4000,-0.44,8.93,7.25
10.4125,-0.39,8.82,7.28
10.4250,-0.36,8.85,7.25
10.4375,-0.36,8.85,7.25
10.4500,-0.44,8.79,7.28
10.4625,-0.42,8.71,7.25
10.4750,-0.36,8.62,7.22
10.4875,-0.36,8.65,7.25
10.5000,-0.36,8.76,7.31
10.5125,-0.39,8.79,7.28
10.5250,-0.39,8.79,7.25
10.5375,-0.36,8.79,7.25
10.5500,-0.33,8.82,7.28
10.5625,-0.33,8.93,7.25
10.5750,-0.19,9.02,7.20
10.5875,-0.11,8.90,7.20
10.6000,-0.14,8.76,7.20
10.6125,-0.14,8.68,7.17
10.6250,-0.08,8.76,7.17
10.6375,-0.03,8.90,7.17
10.6500,-0.03,8.93,7.14
10.6625,-0.05,8.82,7.14
10.6750,-0.05,8.65,7.20
10.6875,-0.03,8.51,7.31
10.7000,-0.17,8.54,7.22
10.7125,-0.28,8.65,7.20
10.7250,-0.44,8.71,7.25
10.7375,-0.64,8.65,7.25
10.7500,-0.75,8.62,7.31
10.7625,-0.81,8.57,7.34
10.7750,-0.81,8.62,7.36
10.7875,-0.72,8.68,7.36
10.8000,-0.58,8.71,7.39
10.8125,-0.47,8.82,7.39
10.8250,-0.36,8.82,7.36
10.8375,-0.30,8.79,7.34
10.8500,-0.25,8.71,7.31
10.8625,-0.22,8.68,7.31
10.8750,-0.17,8.74,7.34
10.8875,-0.19,8.79,7.39
10.9000,-0.08,8.82,7.42
10.9125,-0.03,8.76,7.36
10.9250,0.00,8.65,7.39
10.9375,-0.08,8.57,7.36
10.9500,-0.22,8.57,7.31
10.9625,-0.30,8.57,7.34
10.9750,-0.30,8.57,7.42
10.9875,-0.28,8.74,7.42
11.0000,-0.17,8.88,7.36
11.0125,-0.11,8.79,7.42
11.0250,-0.14,8.65,7.45
11.0375,-0.22,8.57,7.42
11.0500,-0.22,8.57,7.34
11.0625,-0.25,8.65,7.36
11.0750,-0.25,8.65,7.36
11.0875,-0.25,8.60,7.36
11.1000,-0.28,8.54,7.36
11.1125,-0.30,8.51,7.36
11.1250,-0.36,8.60,7.36
11.1375,-0.30,8.68,7.36
11.1500,-0.28,8.74,7.31
11.1625,-0.22,8.79,7.22
11.1750,-0.22,8.82,7.20
11.1875,-0.19,8.76,7.20
11.2000,-0.25,8.68,7.17
11.2125,-0.28,8.68,7.17
11.2250,-0.36,8.71,7.20
11.2375,-0.47,8.76,7.17
11.2500,-0.64,8.76,7.17
11.2625,-0.84,8.76,7.25
11.2750,-1.14,8.82,7.28
11.2875,-1.37,8.68,7.36
11.3000,-1.31,8.46,7.48
11.3125,-1.23,8.20,7.62
11.3250,-1.12,8.20,7.64
11.3375,-1.23,8.46,7.64
11.3500,-1.54,8.65,7.70
11.3625,-1.56,8.54,7.73
11.3750,-1.20,8.34,7.78
11.3875,-0.75,8.34,7.76
11.4000,-0.39,8.54,7.73
11.4125,-0.28,8.85,7.70
11.4250,-0.25,8.96,7.64
11.4375,-0.25,8.93,7.64
11.4500,-0.28,9.02,7.56
11.4625,-0.44,9.02,7.36
11.4750,-0.67,8.88,7.28
11.4875,-0.78,8.62,7.22
11.5000,-1.09,8.46,7.20
11.5125,-1.28,8.34,7.11
11.5250,-1.31,8.37,7.17
11.5375,-1.28,8.43,7.17
11.5500,-1.23,8.57,7.17
11.5625,-1.14,8.60,7.20
11.5750,-1.03,8.68,7.17
11.5875,-1.00,8.74,7.14
11.6000,-0.92,8.79,7.08
11.6125,-0.95,8.65,7.14
11.6250,-0.98,8.54,7.11
11.6375,-1.03,8.48,7.20
11.6500,-0.98,8.43,7.25
11.6625,-1.17,8.40,7.34
11.6750,-1.23,8.51,7.36
11.6875,-1.14,8.40,7.45
11.7000,-1.17,8.26,7.48
11.7125,-1.17,8.40,7.50
11.7250,-1.20,8.54,7.50
11.7375,-1.17,8.51,7.50
11.7500,-1.14,8.46,7.56
11.7625,-1.17,8.34,7.62
11.7750,-1.12,8.34,7.62
11.7875,-1.12,8.37,7.64
11.8000,-1.26,8.46,7.70
11.8125,-1.37,8.48,7.64
11.8250,-1.37,8.37,7.62
11.8375,-1.42,8.34,7.56
11.8500,-1.40,8.26,7.56
11.8625,-1.31,8.23,7.56
11.8750,-1.23,8.32,7.53
11.8875,-1.20,8.34,7.53
11.9000,-1.14,8.32,7.53
11.9125,-1.03,8.32,7.56
11.9250,-0.95,8.26,7.53
11.9375,-0.95,8.29,7.53
11.9500,-0.92,8.32,7.59
11.9625,-0.86,8.26,7.59
11.9750,-0.98,8.20,7.62
11.9875,-0.98,8.15,7.64
12.0000,-0.86,8.04,7.62
12.0125,-0.81,8.06,7.59
12.0250,-0.75,8.15,7.59
12.0375,-0.70,8.20,7.62
12.0500,-0.70,8.20,7.56
12.0625,-0.70,8.23,7.56
12.0750,-0.64,8.26,7.62
12.0875,-0.64,8.34,7.59
12.1000,-0.64,8.32,7.56
12.1125,-0.64,8.12,7.59
12.1250,-0.61,8.06,7.59
12.1375,-0.56,8.06,7.56
12.1500,-0.58,8.15,7.59
12.1625,-0.53,8.23,7.64
12.1750,-0.50,8.18,7.59
12.1875,-0.56,8.06,7.62
12.2000,-0.58,8.06,7.64
12.2125,-0.58,8.15,7.73
12.2250,-0.56,8.12,7.70
12.2375,-0.44,8.06,7.67
12.2500,-0.36,8.01,7.67
12.2625,-0.44,8.12,7.73
12.2750,-0.42,8.18,7.70
12.2875,-0.44,8.20,7.76
12.3000,-0.53,8.23,7.78
12.3125,-0.47,8.26,7.87
12.3250,-0.53,8.29,7.84
12.3375,-0.61,8.15,7.87
12.3500,-0.50,8.04,7.81
12.3625,-0.50,8.09,7.84
12.3750,-0.56,8.32,7.84
12.3875,-0.50,8.23,7.84
12.4000,-0.50,8.12,7.87
12.4125,-0.44,8.06,7.87
12.4250,-0.44,8.20,7.92
12.4375,-0.44,8.40,7.95
12.4500,-0.44,8.57,7.95
12.4625,-0.50,8.43,7.78
12.4750,-0.53,8.20,7.64
12.4875,-0.42,8.09,7.62
12.5000,-0.58,8.26,7.67
12.5125,-0.58,8.65,7.62
12.5250,-0.58,8.82,7.64
12.5375,-0.53,8.65,7.64
12.5500,-0.61,8.60,7.64
12.5625,-0.56,8.71,7.62
12.5750,-0.58,8.79,7.56
12.5875,-0.58,8.71,7.48
12.6000,-0.56,8.43,7.39
12.6125,-0.58,8.32,7.34
12.6250,-0.58,8.48,7.31
12.6375,-0.61,8.76,7.34
12.6500,-0.67,8.90,7.39
12.6625,-0.70,8.82,7.36
12.6750,-0.67,8.60,7.36
12.6875,-0.84,8.43,7.34
12.7000,-0.84,8.48,7.36
12.7125,-0.81,8.57,7.25
12.7250,-0.92,8.76,7.39
12.7375,-0.95,8.62,7.31
12.7500,-0.89,8.48,7.34
12.7625,-0.95,8.62,7.31
12.7750,-0.98,8.76,7.22
12.7875,-0.89,8.74,7.17
12.8000,-0.92,8.71,7.17
12.8125,-0.92,8.79,7.14
12.8250,-1.03,8.99,7.20
12.8375,-1.12,9.04,7.25
12.8500,-1.20,8.99,7.25
12.8625,-1.20,8.88,7.22
12.8750,-1.09,8.76,7.25
12.8875,-0.98,8.74,7.25
12.9000,-1.12,8.68,7.25
12.9125,-1.14,8.57,7.31
12.9250,-1.20,8.76,7.28
12.9375,-1.14,8.90,7.25
12.9500,-1.09,8.82,7.39
12.9625,-0.92,8.79,7.45
12.9750,-1.14,8.99,7.39
12.9875,-1.09,8.85,7.34
13.0000,-0.86,8.74,7.31
13.0125,-0.92,8.79,7.25
13.0250,-1.00,8.76,7.28
13.0375,-0.92,8.88,7.25
13.0500,-0.81,8.85,7.25
13.0625,-0.81,8.71,7.22
13.0750,-0.86,8.65,7.25
13.0875,-0.92,8.65,7.20
13.1000,-0.89,8.62,7.14
13.1125,-0.75,8.60,7.14
13.1250,-0.78,8.68,7.17
13.1375,-0.86,8.65,7.22
13.1500,-0.84,8.68,7.20
13.1625,-0.92,8.60,7.25
13.1750,-1.00,8.54,7.31
13.1875,-1.09,8.54,7.39
13.2000,-1.17,8.65,7.48
13.2125,-1.14,8.65,7.45
13.2250,-1.00,8.54,7.45
13.2375,-0.89,8.51,7.48
13.2500,-0.78,8.60,7.42
13.2625,-0.72,8.71,7.36
13.2750,-0.67,8.71,7.42
13.2875,-0.72,8.68,7.36
13.3000,-0.75,8.65,7.34
13.3125,-0.72,8.65,7.31
13.3250,-0.81,8.57,7.34
13.3375,-0.78,8.54,7.36
13.3500,-0.75,8.51,7.34
13.3625,-0.78,8.48,7.39
13.3750,-0.75,8.51,7.34
13.3875,-0.78,8.54,7.36
13.4000,-0.67,8.54,7.36
13.4125,-0.70,8.57,7.31
13.4250,-0.70,8.54,7.31
13.4375,-0.64,8.48,7.25
13.4500,-0.61,8.48,7.31
13.4625,-0.67,8.54,7.31
13.4750,-0.67,8.57,7.28
13.4875,-0.67,8.54,7.28
13.5000,-0.75,8.51,7.25
13.5125,-0.72,8.48,7.31
13.5250,-0.72,8.51,7.36
13.5375,-0.72,8.57,7.39
13.5500,-0.67,8.65,7.39
13.5625,-0.67,8.65,7.45
13.5750,-0.64,8.65,7.42
13.5875,-0.64,8.54,7.39
13.6000,-0.67,8.57,7.39
13.6125,-0.70,8.54,7.42
13.6250,-0.67,8.54,7.36
13.6375,-0.72,8.54,7.39
13.6500,-0.67,8.57,7.39
13.6625,-0.70,8.57,7.36
13.6750,-0.67,8.57,7.45
13.6875,-0.67,8.54,7.39
13.7000,-0.67,8.60,7.39
13.7125,-0.72,8.60,7.36
13.7250,-0.72,8.60,7.36
13.7375,-0.72,8.57,7.42
13.7500,-0.75,8.74,7.56
13.7625,-0.72,8.90,7.45
13.7750,-0.58,8.74,7.31
13.7875,-0.53,8.37,7.42
13.8000,-0.56,8.23,7.50
13.8125,-0.53,8.43,7.48
13.8250,-0.50,8.57,7.45
13.8375,-0.50,8.62,7.45
13.8500,-0.58,8.54,7.50
13.8625,-0.70,8.43,7.53
13.8750,-0.72,8.60,7.59
13.8875,-0.61,8.65,7.53
13.9000,-0.56,8.51,7.50
13.9125,-0.53,8.43,7.56
13.9250,-0.47,8.54,7.45
13.9375,-0.50,8.65,7.45
13.9500,-0.56,8.65,7.48
13.9625,-0.64,8.46,7.53
13.9750,-0.56,8.34,7.50
13.9875,-0.61,8.37,7.59
14.0000,-0.64,8.54,7.56
14.0125,-0.53,8.51,7.53
14.0250,-0.56,8.60,7.50
14.0375,-0.50,8.60,7.45
14.0500,-0.53,8.54,7.50
14.0625,-0.56,8.51,7.50
14.0750,-0.44,8.48,7.45
14.0875,-0.44,8.48,7.48
14.1000,-0.47,8.48,7.42
14.1125,-0.47,8.43,7.36
14.1250,-0.58,8.29,7.39
14.1375,-0.56,8.29,7.42
14.1500,-0.56,8.43,7.48
14.1625,-0.53,8.74,7.45
14.1750,-0.50,8.85,7.50
14.1875,-0.53,8.65,7.48
14.2000,-0.53,8.51,7.42
14.2125,-0.56,8.46,7.48
14.2250,-0.50,8.43,7.42
14.2375,-0.47,8.43,7.42
14.2500,-0.50,8.43,7.39
14.2625,-0.61,8.48,7.39
14.2750,-0.75,8.60,7.50
14.2875,-0.89,8.60,7.56
14.3000,-1.06,8.60,7.70
14.3125,-0.92,8.68,7.62
14.3250,-0.72,8.48,7.50
14.3375,-0.67,8.18,7.53
14.3500,-0.72,8.23,7.62
14.3625,-0.81,8.54,7.59
14.3750,-0.72,8.71,7.53
14.3875,-0.70,8.57,7.48
14.4000,-0.67,8.51,7.48
14.4125,-0.67,8.60,7.48
14.4250,-0.67,8.60,7.45
14.4375,-0.58,8.51,7.36
14.4500,-0.56,8.46,7.36
14.4625,-0.64,8.43,7.31
14.4750,-0.70,8.29,7.31
14.4875,-0.72,8.37,7.36
14.5000,-0.72,8.54,7.42
14.5125,-0.81,8.65,7.48
14.5250,-0.78,8.74,7.53
14.5375,-0.58,8.68,7.48
14.5500,-0.50,8.68,7.42
14.5625,-0.50,8.54,7.39
14.5750,-0.53,8.37,7.42
14.5875,-0.56,8.37,7.39
14.6000,-0.67,8.46,7.48
14.6125,-0.64,8.57,7.45
14.6250,-0.64,8.48,7.53
14.6375,-0.64,8.37,7.50
14.6500,-0.56,8.40,7.56
14.6625,-0.56,8.43,7.53
14.6750,-0.42,8.46,7.42
14.6875,-0.42,8.48,7.45
14.7000,-0.53,8.60,7.45
14.7125,-0.61,8.57,7.42
14.7250,-0.61,8.51,7.42
14.7375,-0.70,8.51,7.39
14.7500,-0.61,8.60,7.39
14.7625,-0.56,8.71,7.39
14.7750,-0.42,8.74,7.34
14.7875,-0.72,8.57,7.39
14.8000,-0.81,8.43,7.34
14.8125,-0.72,8.23,7.36
14.8250,-0.61,8.32,7.45
14.8375,-0.58,8.54,7.48
14.8500,-0.70,8.43,7.48
14.8625,-0.56,8.32,7.45
14.8750,-0.50,8.34,7.53
