"Time","X-Axis Acceleration","Y-Axis Acceleration","Z-Axis Acceleration"
9.6625,-10.02,2.91,3.81
9.6750,-9.99,2.91,3.75
9.6875,-9.82,3.05,3.75
9.7000,-9.51,3.17,3.84
9.7125,-9.26,3.22,3.87
9.7250,-9.12,3.05,3.84
9.7375,-9.07,2.97,3.92
9.7500,-9.07,2.80,3.89
9.7625,-9.21,2.55,3.89
9.7750,-9.32,2.49,3.92
9.7875,-9.21,2.80,4.03
9.8000,-9.15,3.11,4.06
9.8125,-9.01,3.19,4.01
9.8250,-8.87,3.22,4.03
9.8375,-8.79,3.31,3.98
9.8500,-8.56,3.31,3.98
9.8625,-8.42,3.36,3.89
9.8750,-8.28,3.33,3.84
9.8875,-8.28,3.36,3.78
9.9000,-8.42,3.36,3.67
9.9125,-8.53,3.33,3.56
9.9250,-8.76,3.25,3.47
9.9375,-8.93,3.14,3.45
9.9500,-8.95,3.05,3.47
9.9625,-9.04,3.03,3.45
9.9750,-9.01,2.97,3.47
9.9875,-8.90,3.05,3.47
10.0000,-8.81,3.28,3.47
10.0125,-8.79,3.39,3.42
10.0250,-8.84,3.56,3.42
10.0375,-8.81,3.61,3.33
10.0500,-8.90,3.56,3.28
10.0625,-8.98,3.50,3.22
10.0750,-9.01,3.50,3.19
10.0875,-9.12,3.50,3.11
10.1000,-9.26,3.45,3.05
10.1125,-9.35,3.45,3.05
10.1250,-9.40,3.45,3.08
10.1375,-9.51,3.36,3.08
10.1500,-9.54,3.39,3.11
10.1625,-9.49,3.39,3.05
10.1750,-9.51,3.42,3.08
10.1875,-9.49,3.53,3.05
10.2000,-9.37,3.56,3.00
10.2125,-9.43,3.50,2.97
10.2250,-9.40,3.45,3.00
10.2375,-9.32,3.33,3.03
10.2500,-9.21,3.25,3.03
10.2625,-9.15,3.31,3.05
10.2750,-9.07,3.39,3.14
10.2875,-9.09,3.50,3.11
10.3000,-9.07,3.50,3.05
10.3125,-9.01,3.47,3.08
10.3250,-8.98,3.36,3.08
10.3375,-8.90,3.36,3.14
10.3500,-8.79,3.42,3.14
10.3625,-8.73,3.36,3.22
10.3750,-8.73,3.28,3.19
10.3875,-8.76,3.25,3.25
10.4000,-8.76,3.33,3.28
10.4125,-8.87,3.45,3.28
10.4250,-8.93,3.47,3.39
10.4375,-8.95,3.53,3.45
10.4500,-8.87,3.47,3.45
10.4625,-8.73,3.33,3.53
10.4750,-8.67,3.28,3.50
10.4875,-8.62,3.31,3.45
10.5000,-8.56,3.31,3.47
10.5125,-8.56,3.33,3.50
10.5250,-8.51,3.19,3.56
10.5375,-8.53,3.08,3.61
10.5500,-8.51,3.08,3.70
10.5625,-8.42,3.00,3.73
10.5750,-8.34,3.08,3.75
10.5875,-8.37,3.17,3.84
10.6000,-8.42,3.28,4.01
10.6125,-8.39,3.42,4.12
10.6250,-8.39,3.42,4.26
10.6375,-8.42,3.42,4.34
10.6500,-8.39,3.42,4.40
10.6625,-8.34,3.36,4.45
10.6750,-8.34,3.25,4.57
10.6875,-8.34,3.19,4.65
10.7000,-8.37,3.25,4.73
10.7125,-8.37,3.33,4.82
10.7250,-8.42,3.33,4.85
10.7375,-8.51,3.19,4.87
10.7500,-8.48,3.00,4.90
10.7625,-8.62,2.83,4.93
10.7750,-8.90,2.58,4.96
10.7875,-9.15,2.41,4.87
10.8000,-9.29,2.38,4.90
10.8125,-9.29,2.47,4.99
10.8250,-9.43,2.44,5.01
10.8375,-9.57,2.44,5.04
10.8500,-9.68,2.41,5.10
10.8625,-9.71,2.30,5.15
10.8750,-9.63,2.16,5.27
10.8875,-9.40,1.93,5.35
10.9000,-9.15,1.85,5.43
10.9125,-9.07,1.88,5.60
10.9250,-8.87,1.82,5.60
10.9375,-8.62,1.79,5.55
10.9500,-8.51,1.63,5.55
10.9625,-8.31,1.40,5.49
10.9750,-8.14,1.23,5.46
10.9875,-8.06,1.18,5.49
11.0000,-7.97,1.21,5.49
11.0125,-8.00,1.23,5.55
11.0250,-8.14,1.40,5.60
11.0375,-8.31,1.49,5.66
11.0500,-8.48,1.57,5.80
11.0625,-8.59,1.68,5.94
11.0750,-8.53,1.79,6.05
11.0875,-8.45,1.93,6.10
11.1000,-8.31,2.10,6.19
11.1125,-8.11,2.05,6.16
11.1250,-7.95,2.05,6.13
11.1375,-7.81,2.02,6.02
11.1500,-7.69,1.93,5.96
11.1625,-7.69,1.91,5.94
11.1750,-7.69,1.96,5.94
11.1875,-7.72,2.07,5.88
11.2000,-7.75,2.21,5.85
11.2125,-7.83,2.21,5.85
11.2250,-7.97,2.21,5.88
11.2375,-8.00,2.21,5.88
11.2500,-8.06,2.19,5.88
11.2625,-8.06,2.24,5.88
11.2750,-8.06,2.35,5.94
11.2875,-8.00,2.44,5.85
11.3000,-7.97,2.30,5.85
11.3125,-8.00,2.30,5.94
11.3250,-7.89,2.38,5.91
11.3375,-7.78,2.38,5.94
11.3500,-7.89,2.30,5.91
11.3625,-7.92,2.30,5.94
11.3750,-7.89,2.24,5.94
11.3875,-7.95,2.24,5.94
11.4000,-7.95,2.19,5.91
11.4125,-7.97,2.05,5.96
11.4250,-7.97,1.99,5.91
11.4375,-7.92,1.93,5.91
11.4500,-7.95,1.88,5.96
11.4625,-7.95,1.85,5.99
11.4750,-7.86,1.71,5.96
11.4875,-7.81,1.60,6.02
11.5000,-7.72,1.57,6.08
11.5125,-7.72,1.54,6.10
11.5250,-7.72,1.49,6.10
11.5375,-7.75,1.40,6.13
11.5500,-7.81,1.26,6.13
11.5625,-7.75,1.21,6.10
11.5750,-7.67,1.23,6.16
11.5875,-7.67,1.18,6.19
11.6000,-7.64,1.12,6.13
11.6125,-7.69,1.15,6.08
11.6250,-7.78,1.21,6.02
11.6375,-7.95,1.15,5.96
11.6500,-8.03,1.12,5.88
11.6625,-8.06,1.09,5.88
11.6750,-8.09,1.04,5.77
11.6875,-8.06,0.90,5.63
11.7000,-7.92,0.81,5.52
11.7125,-7.92,0.90,5.43
11.7250,-7.86,0.87,5.35
11.7375,-7.86,0.98,5.32
11.7500,-8.00,1.04,5.24
11.7625,-8.11,1.09,5.13
11.7750,-8.23,1.07,5.04
11.7875,-8.28,0.90,4.99
11.8000,-8.39,0.79,4.76
11.8125,-8.45,0.84,4.79
11.8250,-8.45,0.93,4.62
11.8375,-8.62,1.04,4.62
11.8500,-8.73,1.23,4.59
11.8625,-8.79,1.35,4.59
11.8750,-8.81,1.57,4.57
11.8875,-8.76,1.82,4.71
11.9000,-8.84,2.02,4.82
11.9125,-8.73,2.41,4.82
11.9250,-8.81,2.86,5.01
11.9375,-8.93,3.25,5.01
11.9500,-9.01,3.64,5.04
11.9625,-9.15,4.03,4.99
11.9750,-9.15,4.40,4.90
11.9875,-8.90,4.51,4.82
12.0000,-8.31,4.45,4.79
12.0125,-7.53,4.48,4.85
12.0250,-6.83,4.90,4.93
12.0375,-6.41,5.41,5.15
12.0500,-6.35,6.13,5.15
12.0625,-6.55,6.58,5.13
12.0750,-6.57,6.80,5.10
12.0875,-6.77,6.80,5.18
12.1000,-6.80,6.72,5.24
12.1125,-6.80,6.58,5.38
12.1250,-6.91,6.41,5.52
12.1375,-7.02,6.38,5.71
12.1500,-7.08,6.66,5.82
12.1625,-7.08,7.14,5.88
12.1750,-7.08,7.53,5.96
12.1875,-6.97,7.78,6.02
12.2000,-6.88,8.04,6.08
12.2125,-6.91,8.26,6.13
12.2250,-7.08,8.32,6.05
12.2375,-7.11,8.12,5.96
12.2500,-6.91,7.78,5.94
12.2625,-6.85,7.59,5.82
12.2750,-6.83,7.56,5.68
12.2875,-6.80,7.59,5.49
12.3000,-6.80,7.67,5.35
12.3125,-6.80,7.62,5.21
12.3250,-6.80,7.45,5.13
12.3375,-6.74,7.28,5.07
12.3500,-6.80,7.08,5.01
12.3625,-6.74,7.06,4.99
12.3750,-6.63,7.08,5.01
12.3875,-6.57,7.03,5.01
12.4000,-6.55,7.00,5.01
12.4125,-6.49,6.92,5.01
12.4250,-6.49,6.89,4.93
12.4375,-6.49,6.80,4.87
12.4500,-6.49,6.72,4.85
12.4625,-6.55,6.64,4.76
12.4750,-6.57,6.52,4.76
12.4875,-6.63,6.47,4.65
12.5000,-6.69,6.41,4.57
12.5125,-6.69,6.27,4.54
12.5250,-6.74,6.36,4.48
12.5375,-6.77,6.50,4.48
12.5500,-6.85,6.50,4.43
12.5625,-6.99,6.50,4.43
12.5750,-7.13,6.47,4.40
12.5875,-7.36,6.38,4.43
12.6000,-7.58,6.30,4.45
12.6125,-7.78,6.24,4.45
12.6250,-8.06,6.22,4.54
12.6375,-8.31,6.02,4.62
12.6500,-8.48,5.99,4.68
12.6625,-8.65,5.82,4.90
12.6750,-8.98,5.96,5.10
12.6875,-9.51,6.44,5.41
12.7000,-10.33,7.00,5.68
12.7125,-11.17,7.17,5.74
12.7250,-11.70,6.75,5.71
12.7375,-11.25,5.74,5.74
12.7500,-10.21,4.76,5.60
12.7625,-9.18,4.06,5.49
12.7750,-8.23,3.73,5.32
12.7875,-7.36,3.87,5.18
12.8000,-6.69,4.12,5.10
12.8125,-6.32,4.34,5.01
12.8250,-6.27,4.29,4.87
12.8375,-6.27,4.15,4.82
12.8500,-6.13,4.15,4.85
12.8625,-6.24,4.45,4.90
12.8750,-6.49,4.73,4.93
12.8875,-6.85,5.10,4.90
12.9000,-7.08,5.38,4.87
12.9125,-7.27,5.43,4.93
12.9250,-7.58,5.38,4.87
12.9375,-7.86,5.15,4.73
12.9500,-8.23,4.93,4.65
12.9625,-8.37,4.93,4.59
12.9750,-8.37,4.79,4.48
12.9875,-8.37,4.68,4.48
13.0000,-8.14,4.57,4.37
13.0125,-7.72,4.29,4.45
13.0250,-7.36,4.03,4.71
13.0375,-6.85,3.89,4.96
13.0500,-6.41,3.87,5.29
13.0625,-6.07,4.15,5.60
13.0750,-5.79,4.40,5.80
13.0875,-5.60,4.48,5.91
13.1000,-5.40,4.43,6.08
13.1125,-5.26,4.40,6.27
13.1250,-5.06,4.34,6.38
13.1375,-4.92,4.40,6.64
13.1500,-4.90,4.62,6.86
13.1625,-5.01,4.79,7.03
13.1750,-5.09,4.99,7.25
13.1875,-5.18,5.13,7.45
13.2000,-5.32,5.01,7.67
13.2125,-5.51,4.90,7.76
13.2250,-5.65,4.73,7.87
13.2375,-5.68,4.59,7.92
13.2500,-6.01,4.71,7.98
13.2625,-6.10,4.65,7.81
13.2750,-6.21,4.54,7.64
13.2875,-6.38,4.54,7.48
13.3000,-6.55,4.43,7.28
13.3125,-6.63,4.45,7.17
13.3250,-6.71,4.48,7.08
13.3375,-6.69,4.45,7.00
13.3500,-6.63,4.40,6.97
13.3625,-6.52,4.34,6.97
13.3750,-6.46,4.26,6.94
13.3875,-6.35,4.23,7.03
13.4000,-6.15,4.15,7.03
13.4125,-5.99,4.20,7.03
13.4250,-5.79,4.34,7.17
13.4375,-5.54,4.48,7.28
13.4500,-5.40,4.62,7.45
13.4625,-5.12,4.68,7.59
13.4750,-4.87,4.71,7.64
13.4875,-4.73,4.71,7.67
13.5000,-4.67,4.73,7.64
13.5125,-4.67,4.96,7.53
13.5250,-4.78,5.29,7.48
13.5375,-5.04,5.57,7.42
13.5500,-5.23,5.85,7.31
13.5625,-5.37,5.94,7.25
13.5750,-5.54,6.13,7.20
13.5875,-5.68,6.50,7.14
13.6000,-6.13,7.03,7.11
13.6125,-6.80,7.56,6.72
13.6250,-7.44,7.78,6.33
13.6375,-7.86,7.78,5.94
13.6500,-8.06,7.31,5.41
13.6625,-8.23,6.83,4.90
13.6750,-8.45,6.41,4.45
13.6875,-8.37,5.88,3.89
13.7000,-8.06,5.63,3.61
13.7125,-7.58,5.55,3.64
13.7250,-7.19,5.99,3.89
13.7375,-7.05,6.86,4.15
13.7500,-7.05,7.81,4.37
13.7625,-7.02,8.43,4.51
13.7750,-6.97,8.68,4.62
13.7875,-6.52,8.51,4.68
13.8000,-5.88,8.12,4.62
13.8125,-5.34,7.78,4.57
13.8250,-5.04,7.59,4.31
13.8375,-5.01,7.53,4.15
13.8500,-5.09,7.50,3.81
13.8625,-5.26,7.42,3.53
13.8750,-5.48,7.53,3.42
13.8875,-5.85,7.62,3.39
13.9000,-6.46,7.70,3.33
13.9125,-7.02,7.98,3.31
13.9250,-7.58,8.34,3.28
13.9375,-8.14,8.68,3.19
13.9500,-8.53,8.74,2.94
13.9625,-8.67,8.54,2.77
13.9750,-8.45,8.18,2.63
13.9875,-7.89,7.70,2.66
14.0000,-7.44,7.31,2.80
14.0125,-6.99,7.20,3.08
14.0250,-6.74,7.22,3.22
14.0375,-6.52,7.36,3.47
14.0500,-6.35,7.48,3.67
14.0625,-6.35,7.50,3.81
14.0750,-6.18,7.62,3.95
14.0875,-6.21,7.81,4.15
14.1000,-6.32,8.12,4.26
14.1125,-6.46,8.34,4.31
14.1250,-6.57,8.40,4.34
14.1375,-6.74,8.32,4.40
14.1500,-6.83,8.15,4.34
14.1625,-6.99,8.04,4.31
14.1750,-7.22,7.92,4.26
14.1875,-7.44,7.78,4.12
14.2000,-7.67,7.56,4.06
14.2125,-7.75,7.25,4.01
14.2250,-7.69,6.97,4.01
14.2375,-7.58,6.83,4.06
14.2500,-7.41,6.83,4.03
14.2625,-7.30,6.97,4.06
14.2750,-7.19,7.14,4.12
14.2875,-7.02,7.17,4.12
14.3000,-6.88,7.11,4.15
14.3125,-6.69,6.97,4.17
14.3250,-6.63,6.94,4.17
14.3375,-6.57,7.06,4.29
14.3500,-6.55,7.22,4.31
14.3625,-6.66,7.31,4.31
14.3750,-6.74,7.36,4.34
14.3875,-6.85,7.28,4.34
14.4000,-7.02,7.08,4.37
14.4125,-6.99,6.83,4.37
14.4250,-7.05,6.80,4.37
14.4375,-6.99,6.86,4.45
14.4500,-6.91,6.80,4.48
14.4625,-6.80,6.92,4.59
14.4750,-6.66,6.83,4.62
14.4875,-6.55,6.83,4.73
14.5000,-6.49,6.78,4.79
14.5125,-6.43,6.80,4.85
14.5250,-6.43,6.80,4.90
14.5375,-6.35,6.78,4.90
14.5500,-6.38,6.66,4.99
14.5625,-6.41,6.64,4.96
14.5750,-6.38,6.58,5.01
14.5875,-6.32,6.64,5.04
14.6000,-6.24,6.72,5.10
14.6125,-6.21,6.75,5.07
14.6250,-6.18,6.83,5.13
14.6375,-6.15,6.94,5.07
14.6500,-6.24,7.03,5.07
14.6625,-6.29,7.11,5.04
14.6750,-6.29,7.11,5.01
14.6875,-6.38,7.03,4.99
14.7000,-6.35,6.86,4.85
14.7125,-6.38,6.66,4.79
14.7250,-6.41,6.61,4.79
14.7375,-6.46,6.58,4.73
14.7500,-6.52,6.64,4.71
14.7625,-6.52,6.66,4.71
14.7750,-6.49,6.75,4.82
14.7875,-6.60,6.97,4.90
14.8000,-6.80,7.22,5.01
14.8125,-6.97,7.31,5.04
14.8250,-7.16,7.22,5.01
14.8375,-7.19,6.78,4.93
14.8500,-7.05,6.30,4.90
14.8625,-6.83,5.94,4.90
14.8750,-6.63,5.88,4.99
14.8875,-6.57,6.08,5.04
14.9000,-6.60,6.27,5.13
14.9125,-6.69,6.33,5.15
14.9250,-6.69,6.19,5.15
14.9375,-6.63,5.88,5.18
14.9500,-6.69,5.63,5.21
14.9625,-6.85,5.57,5.15
14.9750,-6.88,5.63,5.10
14.9875,-6.88,5.71,5.10
15.0000,-6.91,5.77,5.10
15.0125,-7.02,5.66,5.13
15.0250,-7.16,5.55,5.18
15.0375,-7.27,5.49,5.27
15.0500,-7.44,5.46,5.35
15.0625,-7.69,5.35,5.41
15.0750,-7.89,5.24,5.38
15.0875,-8.06,5.10,5.35
15.1000,-8.11,4.90,5.32
15.1125,-8.14,4.65,5.27
15.1250,-8.06,4.48,5.24
15.1375,-7.83,4.43,5.29
15.1500,-7.67,4.57,5.43
15.1625,-7.50,4.71,5.55
15.1750,-7.33,4.87,5.71
15.1875,-7.22,5.07,5.82
15.2000,-7.08,5.04,5.96
15.2125,-6.99,4.99,6.05
15.2250,-6.88,4.93,6.10
15.2375,-6.71,4.87,6.05
15.2500,-6.63,4.85,6.02
15.2625,-6.57,4.76,5.99
15.2750,-6.55,4.71,5.99
15.2875,-6.52,4.62,5.91
15.3000,-6.49,4.68,5.91
15.3125,-6.63,4.85,5.85
15.3250,-6.85,5.10,5.80
15.3375,-7.08,5.38,5.74
15.3500,-7.44,5.63,5.63
15.3625,-7.69,5.71,5.55
15.3750,-7.95,5.88,5.46
15.3875,-8.20,5.99,5.35
15.4000,-8.37,5.91,5.18
15.4125,-8.42,5.85,5.07
15.4250,-8.20,5.77,4.99
15.4375,-7.86,5.74,4.93
15.4500,-7.50,5.74,4.99
15.4625,-7.22,5.82,4.99
15.4750,-7.02,5.99,4.96
15.4875,-6.85,6.02,5.01
15.5000,-6.60,5.96,4.96
15.5125,-6.49,5.94,4.99
15.5250,-6.43,5.94,4.96
15.5375,-6.29,6.05,4.93
15.5500,-6.35,6.13,5.04
15.5625,-6.38,6.13,4.99
15.5750,-6.35,6.19,5.01
15.5875,-6.38,6.13,5.04
15.6000,-6.38,6.02,5.04
15.6125,-6.43,5.91,5.10
15.6250,-6.43,5.91,5.13
15.6375,-6.52,6.05,5.15
15.6500,-6.63,6.02,5.18
15.6625,-6.63,5.80,5.24
15.6750,-6.63,5.80,5.38
15.6875,-6.71,5.94,5.43
15.7000,-6.85,6.05,5.49
15.7125,-6.94,6.30,5.55
15.7250,-6.97,6.55,5.66
15.7375,-7.11,6.64,5.68
15.7500,-7.22,6.52,5.63
15.7625,-7.27,6.33,5.52
15.7750,-7.30,6.13,5.38
15.7875,-7.19,5.91,5.18
15.8000,-7.05,5.68,4.99
15.8125,-6.88,5.63,4.85
15.8250,-6.77,5.66,4.71
15.8375,-6.74,5.71,4.59
15.8500,-6.71,5.77,4.59
15.8625,-6.85,5.80,4.62
15.8750,-7.02,5.74,4.59
15.8875,-7.11,5.68,4.65
15.9000,-7.19,5.71,4.71
15.9125,-7.33,5.85,4.79
15.9250,-7.39,5.94,4.79
15.9375,-7.47,5.94,4.96
15.9500,-7.53,5.96,5.04
15.9625,-7.50,5.85,5.10
15.9750,-7.47,5.80,5.15
15.9875,-7.44,5.66,5.21
16.0000,-7.44,5.66,5.24
16.0125,-7.39,5.66,5.18
16.0250,-7.41,5.63,5.21
16.0375,-7.39,5.60,5.18
16.0500,-7.44,5.57,5.10
16.0625,-7.44,5.46,5.07
16.0750,-7.58,5.35,5.01
16.0875,-7.55,5.27,4.93
16.1000,-7.64,5.29,4.90
16.1125,-7.72,5.32,4.79
16.1250,-7.78,5.27,4.71
16.1375,-7.86,5.21,4.59
16.1500,-7.89,5.18,4.51
16.1625,-7.97,5.01,4.51
16.1750,-8.00,5.01,4.51
16.1875,-8.00,5.04,4.51
16.2000,-8.03,5.07,4.51
16.2125,-8.09,5.07,4.54
16.2250,-7.97,4.99,4.54
16.2375,-7.89,4.96,4.62
16.2500,-7.89,5.01,4.68
16.2625,-7.89,5.15,4.65
16.2750,-7.86,5.24,4.65
16.2875,-7.86,5.15,4.62
16.3000,-7.86,5.07,4.59
16.3125,-7.83,4.90,4.57
16.3250,-7.83,4.82,4.57
16.3375,-7.83,4.85,4.48
16.3500,-7.92,4.79,4.51
16.3625,-7.95,4.82,4.45
16.3750,-8.06,4.85,4.45
16.3875,-8.11,4.85,4.40
16.4000,-8.17,4.85,4.43
16.4125,-8.20,4.85,4.43
16.4250,-8.17,4.85,4.43
16.4375,-8.23,4.90,4.37
16.4500,-8.25,4.85,4.31
16.4625,-8.31,4.79,4.23
16.4750,-8.31,4.76,4.20
16.4875,-8.31,4.71,4.17
16.5000,-8.37,4.76,4.17
16.5125,-8.37,4.79,4.15
16.5250,-8.34,4.79,4.12
16.5375,-8.28,4.73,4.15
16.5500,-8.23,4.68,4.17
16.5625,-8.23,4.65,4.20
16.5750,-8.23,4.62,4.20
16.5875,-8.11,4.62,4.23
16.6000,-8.06,4.62,4.29
16.6125,-7.95,4.62,4.31
16.6250,-7.95,4.71,4.34
16.6375,-7.92,4.79,4.37
16.6500,-7.92,4.82,4.40
16.6625,-7.95,4.87,4.43
16.6750,-7.89,4.93,4.45
16.6875,-7.86,4.93,4.48
16.7000,-7.81,4.99,4.45
16.7125,-7.72,4.99,4.51
16.7250,-7.69,5.04,4.51
16.7375,-7.67,5.18,4.54
16.7500,-7.64,5.21,4.54
16.7625,-7.55,5.18,4.62
16.7750,-7.53,5.13,4.71
16.7875,-7.58,5.18,4.79
16.8000,-7.64,5.35,4.85
16.8125,-7.64,5.41,4.85
16.8250,-7.67,5.43,4.87
16.8375,-7.61,5.32,4.87
16.8500,-7.53,5.24,4.90
16.8625,-7.55,5.32,4.90
16.8750,-7.58,5.52,4.90
16.8875,-7.58,5.60,4.85
16.9000,-7.55,5.57,4.90
16.9125,-7.58,5.49,4.93
16.9250,-7.64,5.38,4.93
16.9375,-7.58,5.35,4.96
16.9500,-7.61,5.32,4.93
16.9625,-7.64,5.41,4.93
16.9750,-7.58,5.52,4.90
16.9875,-7.55,5.52,4.87
17.0000,-7.61,5.55,4.85
17.0125,-7.53,5.49,4.87
17.0250,-7.58,5.46,4.85
17.0375,-7.58,5.41,4.87
17.0500,-7.67,5.32,4.85
17.0625,-7.69,5.35,4.85
17.0750,-7.69,5.24,4.82
17.0875,-7.75,5.21,4.82
17.1000,-7.81,5.27,4.85
17.1125,-7.83,5.35,4.87
17.1250,-7.89,5.38,4.85
17.1375,-7.81,5.29,4.87
17.1500,-7.72,5.13,4.87
17.1625,-7.67,5.04,4.90
17.1750,-7.64,5.04,4.85
17.1875,-7.69,5.15,4.82
17.2000,-7.72,5.21,4.79
17.2125,-7.78,5.15,4.79
17.2250,-7.81,5.10,4.79
17.2375,-7.81,5.07,4.79
17.2500,-7.75,5.01,4.76
17.2625,-7.72,5.04,4.82
17.2750,-7.67,5.04,4.85
17.2875,-7.69,5.10,4.87
17.3000,-7.67,5.13,4.85
17.3125,-7.69,5.13,4.87
17.3250,-7.75,5.10,4.87
17.3375,-7.86,5.13,4.85
17.3500,-7.95,5.13,4.85
17.3625,-8.06,5.07,4.85
17.3750,-8.06,4.90,4.82
17.3875,-8.00,4.79,4.76
17.4000,-7.95,4.82,4.79
17.4125,-7.95,4.87,4.76
17.4250,-7.92,4.99,4.79
17.4375,-7.86,5.07,4.76
17.4500,-7.86,5.04,4.73
17.4625,-7.75,4.87,4.76
17.4750,-7.67,4.82,4.76
17.4875,-7.61,4.90,4.82
17.5000,-7.50,5.01,4.73
17.5125,-7.47,5.15,4.76
17.5250,-7.50,5.15,4.76
17.5375,-7.53,5.15,4.76
17.5500,-7.53,5.07,4.76
17.5625,-7.61,5.07,4.79
17.5750,-7.72,5.01,4.71
17.5875,-7.81,5.07,4.68
17.6000,-7.81,5.04,4.65
17.6125,-7.81,4.96,4.59
17.6250,-7.81,4.96,4.59
17.6375,-7.75,4.96,4.65
17.6500,-7.81,5.07,4.65
17.6625,-7.81,5.10,4.68
17.6750,-7.78,5.10,4.65
17.6875,-7.75,5.04,4.65
17.7000,-7.75,5.04,4.65
17.7125,-7.75,5.10,4.65
17.7250,-7.75,5.18,4.68
17.7375,-7.78,5.15,4.65
17.7500,-7.69,5.04,4.76
17.7625,-7.67,5.07,4.85
17.7750,-7.72,5.18,4.79
17.7875,-7.75,5.21,4.76
17.8000,-7.67,5.15,4.73
17.8125,-7.67,5.10,4.71
17.8250,-7.78,5.07,4.68
17.8375,-7.89,5.07,4.62
17.8500,-7.95,5.04,4.57
17.8625,-7.95,4.99,4.57
17.8750,-7.89,4.93,4.62
17.8875,-7.89,5.01,4.65
17.9000,-7.86,5.07,4.68
17.9125,-7.86,5.13,4.68
17.9250,-7.81,5.07,4.68
17.9375,-7.72,4.96,4.68
17.9500,-7.64,4.96,4.73
17.9625,-7.61,5.07,4.79
17.9750,-7.72,5.21,4.76
17.9875,-7.86,5.35,4.76
18.0000,-7.92,5.29,4.73
18.0125,-8.00,5.10,4.71
18.0250,-7.97,4.90,4.73
18.0375,-7.97,4.96,4.76
18.0500,-8.03,5.07,4.73
18.0625,-8.00,5.01,4.71
18.0750,-7.92,4.87,4.65
18.0875,-7.86,4.76,4.68
18.1000,-7.81,4.76,4.68
18.1125,-7.78,5.01,4.65
18.1250,-7.69,5.07,4.68
18.1375,-7.61,5.10,4.73
18.1500,-7.64,5.10,4.85
18.1625,-7.53,5.07,4.85
18.1750,-7.50,5.10,4.82
18.1875,-7.50,5.15,4.87
18.2000,-7.50,5.21,4.87
18.2125,-7.55,5.29,4.82
18.2250,-7.64,5.27,4.79
18.2375,-7.83,5.21,4.76
18.2500,-7.97,5.15,4.71
18.2625,-7.97,5.04,4.68
18.2750,-8.03,5.04,4.71
18.2875,-8.03,5.01,4.68
18.3000,-8.00,4.93,4.65
18.3125,-7.89,4.93,4.68
18.3250,-7.81,5.01,4.73
18.3375,-7.81,5.04,4.79
18.3500,-7.78,5.13,4.79
18.3625,-7.75,5.18,4.76
18.3750,-7.69,5.13,4.79
18.3875,-7.61,5.10,4.76
18.4000,-7.53,5.10,4.76
18.4125,-7.53,5.15,4.71
18.4250,-7.53,5.15,4.71
18.4375,-7.64,5.15,4.71
18.4500,-7.67,5.10,4.73
18.4625,-7.72,5.04,4.71
18.4750,-7.78,5.07,4.71
18.4875,-7.81,5.07,4.71
18.5000,-7.81,5.07,4.71
18.5125,-7.75,5.07,4.73
18.5250,-7.75,5.07,4.71
18.5375,-7.81,5.07,4.68
18.5500,-7.83,5.01,4.65
18.5625,-7.83,5.04,4.62
18.5750,-7.86,5.04,4.62
18.5875,-7.86,4.99,4.62
18.6000,-7.83,4.99,4.65
18.6125,-7.86,4.99,4.68
18.6250,-7.81,4.96,4.71
18.6375,-7.81,4.93,4.73
18.6500,-7.83,4.90,4.71
18.6625,-7.92,4.93,4.73
18.6750,-8.03,5.01,4.71
18.6875,-8.09,5.01,4.65
18.7000,-8.25,4.90,4.59
18.7125,-8.28,4.73,4.51
18.7250,-8.31,4.62,4.51
18.7375,-8.28,4.71,4.51
18.7500,-8.14,4.79,4.57
18.7625,-7.83,4.82,4.73
18.7750,-7.67,4.99,4.90
18.7875,-7.64,5.07,4.93
18.8000,-7.58,5.10,4.93
18.8125,-7.44,5.13,4.90
18.8250,-7.39,5.15,4.87
18.8375,-7.41,5.29,4.87
18.8500,-7.47,5.29,4.71
18.8625,-7.53,5.21,4.65
18.8750,-7.55,5.13,4.65
18.8875,-7.55,5.07,4.62
18.9000,-7.58,5.07,4.62
18.9125,-7.61,5.13,4.68
18.9250,-7.72,5.27,4.68
18.9375,-7.78,5.35,4.71
18.9500,-7.83,5.35,4.68
18.9625,-7.86,5.32,4.65
18.9750,-7.95,5.29,4.59
18.9875,-8.06,5.21,4.48
19.0000,-8.11,5.10,4.45
19.0125,-8.06,5.01,4.45
19.0250,-7.92,5.07,4.57
19.0375,-7.81,5.32,4.68
19.0500,-7.67,5.46,4.79
19.0625,-7.55,5.43,4.90
19.0750,-7.47,5.27,4.93
19.0875,-7.33,5.18,4.90
19.1000,-7.33,5.24,4.93
19.1125,-7.39,5.38,4.90
19.1250,-7.55,5.41,4.85
19.1375,-7.81,5.29,4.76
19.1500,-8.03,4.96,4.68
19.1625,-8.20,4.71,4.62
19.1750,-8.34,4.62,4.59
19.1875,-8.39,4.73,4.59
19.2000,-8.34,4.90,4.62
19.2125,-8.23,4.87,4.65
19.2250,-8.03,4.96,4.76
19.2375,-7.81,5.07,4.90
19.2500,-7.64,5.15,5.01
19.2625,-7.53,5.21,5.07
19.2750,-7.36,5.27,5.01
19.2875,-7.22,5.24,4.90
19.3000,-7.19,5.24,4.82
19.3125,-7.22,5.24,4.76
19.3250,-7.36,5.15,4.65
19.3375,-7.53,5.04,4.57
