a,-0.2314453125,-0.6546630859375,-0.9993896484375
g,0.04803466796875,0.09979248046875,0.068115234375
a,0.4139404296875,-0.28509521484375,-0.920166015625
g,-0.04193115234375,0.03717041015625,-0.01861572265625
a,0.18157958984375,-0.1634521484375,-0.8580322265625
g,0.08538818359375,0.01898193359375,-0.0150146484375
a,0.2779541015625,-0.3201904296875,-0.73809814453125
g,0.13531494140625,-0.03094482421875,-0.030029296875
a,0.30291748046875,-0.647216796875,-0.789306640625
g,0.0799560546875,-0.04193115234375,-0.02734375
a,0.34014892578125,-0.69610595703125,-0.70086669921875
g,0.048583984375,-0.0400390625,-0.02130126953125
a,0.3426513671875,-0.76458740234375,-0.7125244140625
g,0.073486328125,-0.0284423828125,-0.0146484375
a,0.3258056640625,-1.036865234375,-0.64630126953125
g,0.10845947265625,-0.0308837890625,-0.01055908203125
a,0.27984619140625,-0.99102783203125,-0.53192138671875
g,0.08843994140625,-0.006103515625,-0.00079345703125
a,0.1962890625,-0.90020751953125,-0.2950439453125
g,0.0975341796875,0.003173828125,-0.03192138671875
a,0.2095947265625,-0.82275390625,-0.0797119140625
g,0.0413818359375,-0.01177978515625,-0.0294189453125
a,0.254150390625,-0.86920166015625,-0.00048828125
g,-0.0325927734375,-0.00860595703125,-0.01519775390625
a,0.277587890625,-0.884521484375,-0.09674072265625
g,-0.00628662109375,0.00250244140625,0.001220703125
a,0.34820556640625,-0.98638916015625,-0.2459716796875
g,-0.01666259765625,0.0025634765625,0.004638671875
a,0.29986572265625,-0.94879150390625,-0.149658203125
g,-0.0045166015625,0.0098876953125,-0.00323486328125
a,0.25225830078125,-0.91473388671875,-0.1243896484375
g,-0.00579833984375,6.103515625e-05,-0.00372314453125
a,0.40045166015625,-1.0570068359375,-0.06683349609375
g,0.03985595703125,0.0113525390625,-0.0047607421875
a,0.33148193359375,-0.95849609375,-0.16864013671875
g,-0.0257568359375,-0.00457763671875,-0.00054931640625
a,0.255126953125,-0.839599609375,-0.23284912109375
g,-0.0220947265625,0.01300048828125,0.0018310546875
a,0.35809326171875,-0.96392822265625,-0.17291259765625
g,-0.01788330078125,-0.00323486328125,-0.0042724609375
a,0.3577880859375,-0.8868408203125,-0.046630859375
g,0.0504150390625,0.025146484375,-0.00341796875
a,0.36236572265625,-0.95001220703125,-0.24835205078125
g,-0.0313720703125,-0.01519775390625,0.00543212890625
a,0.37353515625,-0.942626953125,-0.20635986328125
g,-0.03173828125,-0.01190185546875,0.00750732421875
a,0.420654296875,-0.89996337890625,-0.49346923828125
g,0.0059814453125,-0.0003662109375,-0.00164794921875
a,0.287841796875,-0.7989501953125,-0.3006591796875
g,-0.0068359375,-0.01409912109375,-0.0108642578125
a,0.3941650390625,-0.94061279296875,-0.251953125
g,0.02484130859375,0.00921630859375,-0.00238037109375
a,0.32000732421875,-0.879638671875,-0.33111572265625
g,-0.0235595703125,-0.008544921875,0.00579833984375
a,0.221923828125,-0.927001953125,-0.32928466796875
g,-0.0050048828125,0.01409912109375,-0.000244140625
a,0.39898681640625,-0.97540283203125,-0.3758544921875
g,-0.008056640625,-0.00128173828125,-0.00543212890625
a,0.37841796875,-0.92535400390625,-0.16815185546875
g,0.03814697265625,0.027587890625,-0.0047607421875
a,0.31549072265625,-0.89031982421875,-0.28173828125
g,-0.01513671875,-0.00537109375,0.00244140625
a,0.371337890625,-0.908447265625,-0.29254150390625
g,-0.005859375,-0.0028076171875,0.00408935546875
a,0.29901123046875,-0.91778564453125,-0.33392333984375
g,0.0009765625,0.00299072265625,-0.0008544921875
a,0.33721923828125,-0.91339111328125,-0.54364013671875
g,-0.0064697265625,-0.00579833984375,6.103515625e-05
a,0.34149169921875,-0.89996337890625,-0.3231201171875
g,-0.00927734375,-0.001953125,0.00042724609375
a,0.32720947265625,-0.88885498046875,-0.338134765625
g,-0.00762939453125,0.00323486328125,0.001220703125
a,0.315673828125,-0.914794921875,-0.3865966796875
g,-0.00274658203125,0.01251220703125,0.0
a,0.34979248046875,-0.892333984375,-0.32049560546875
g,0.00054931640625,-0.00146484375,0.0008544921875
a,0.34033203125,-0.8055419921875,-0.188720703125
g,0.00933837890625,-0.00592041015625,-0.0006103515625
a,0.33282470703125,-0.9034423828125,-0.33740234375
g,-0.0069580078125,-0.00299072265625,-6.103515625e-05
a,0.33758544921875,-0.90240478515625,-0.3779296875
g,-0.00335693359375,0.002685546875,-0.0008544921875
a,0.33306884765625,-0.90606689453125,-0.32305908203125
g,-0.00390625,-0.0008544921875,-0.00244140625
a,0.295654296875,-0.8643798828125,-0.51092529296875
